campaign_1,campaign_2,overlap_count
S0SC00149,S0SC00149,288323
S0SC00149,H0MN07091,4776
S0SC00149,H8PA05071,539
S0SC00149,H0TX13228,6375
S0SC00149,P80001571,128931
S0SC00149,S0NM00124,1370
S0SC00149,S6ME00159,30912
S0SC00149,S8AZ00221,62261
S0SC00149,S4SC00240,47400
S0SC00149,S0GA00526,74873
S0SC00149,H6CA22125,40580
S0SC00149,H0LA01087,33404
S0SC00149,S4GA11285,77804
S0SC00149,H0MN05178,32383
S0SC00149,H8CA20059,23653
S0SC00149,H6AK00045,5347
S0SC00149,H0NC11233,16737
S0SC00149,S2KY00012,86215
S0SC00149,H8NY01148,9994
S0SC00149,S4AK00214,106877
S0SC00149,H8FL27185,6807
S0SC00149,H0SC01394,11728
S0SC00149,H4NY21079,38836
S0SC00149,S2MT00096,51714
S0SC00149,H0PA07132,1424
S0SC00149,H0FL13158,9534
S0SC00149,H6WY00159,4920
S0SC00149,S0KY00156,7045
S0SC00149,H4NY22051,14639
S0SC00149,S0GA00567,1974
S0SC00149,S4CO00395,31891
S0SC00149,H6OH04082,38847
S0SC00149,H2MO02102,7667
S0SC00149,H0IA01174,10481
S0SC00149,H8NJ02166,10549
S0SC00149,S4NC00162,27956
S0SC00149,H0FL26036,4185
S0SC00149,H6FL18097,11033
S0SC00149,H6NE02125,6366
S0SC00149,H4MT00050,4897
S0SC00149,H0NY27090,612
S0SC00149,S0MN00328,14444
S0SC00149,H8CA39240,18752
S0SC00149,H2PA04135,4952
S0SC00149,H0VA07158,4368
S0SC00149,H6LA03148,2626
S0SC00149,H4NC05146,3616
S0SC00149,S8MI00372,42880
S0SC00149,H2TX06335,806
S0SC00149,H2IL13120,6872
S0SC00149,S0FL00338,20643
S0SC00149,H2TX33040,140
S0SC00149,H0NV03132,7365
S0SC00149,H6OH08315,1306
S0SC00149,S4IA00129,45812
S0SC00149,S2MO00536,2946
S0SC00149,S4OR00156,104
S0SC00149,S8FL00273,7958
S0SC00149,H6CO03139,2147
S0SC00149,H8OH15076,1098
S0SC00149,H2GA06131,2
S0SC00149,S4LA00065,22283
S0SC00149,S6IN00191,8050
S0SC00149,H0CA43108,15448
S0SC00149,H2LA05126,2380
S0SC00149,H4IA03115,3065
S0SC00149,H0TX15124,1260
S0SC00149,H0CA48024,2950
S0SC00149,H0TX24209,6830
S0SC00149,S8IN00171,1850
S0SC00149,S2MO00585,3294
S0SC00149,H8SD01055,534
S0SC00149,S2PA00505,9097
S0SC00149,H0NC09187,3740
S0SC00149,S0TN00144,701
S0SC00149,H0CA25105,10748
S0SC00149,H2TX31044,6952
S0SC00149,H8KS02199,3450
S0SC00149,H2NC08185,3524
S0SC00149,H8PA18199,2843
S0SC00149,H0MD07197,21719
S0SC00149,H2TX26093,289
S0SC00149,H0PA08205,303
S0SC00149,H2SC02059,3531
S0SC00149,S8OH00086,465
S0SC00149,H0CO03165,5428
S0SC00149,H0MN01045,5733
S0SC00149,H0OR04107,3891
S0SC00149,S2MO00593,3570
S0SC00149,H2FL14186,4750
S0SC00149,S0IA00028,5511
S0SC00149,H0VA02118,6442
S0SC00149,H4CA45089,2270
S0SC00149,H0GA07273,2764
S0SC00149,H2OH15137,2
S0SC00149,H0TX07170,8995
S0SC00149,H0TX35015,4107
S0SC00149,H0UT04076,11973
S0SC00149,S0UT00165,4387
S0SC00149,H8TX02166,11198
S0SC00149,H0MS04120,1073
S0SC00149,H6MI01226,5015
S0SC00149,S0AL00230,8475
S0SC00149,H4NY24073,6718
S0SC00149,S8MS00196,1885
S0SC00149,S4LA00107,7939
S0SC00149,S2TX00312,12743
S0SC00149,H0WV01072,7
S0SC00149,H8TX06266,7448
S0SC00149,H0MI08141,1673
S0SC00149,H0KY06104,4661
S0SC00149,H0NY11078,4599
S0SC00149,S6AL00195,432
S0SC00149,H0CA08135,734
S0SC00149,H8FL06148,3609
S0SC00149,S4OK00232,1055
S0SC00149,H8MS03125,2148
S0SC00149,S8TN00337,7187
S0SC00149,S0NH00334,1123
S0SC00149,H8IA02043,7042
S0SC00149,H8VA05171,3155
S0SC00149,S8UT00176,559
S0SC00149,H0MI03308,911
S0SC00149,H0IL06060,4868
S0SC00149,S4AR00103,25905
S0SC00149,S2TX00106,28712
S0SC00149,H0WA03187,8520
S0SC00149,H8OH01043,5388
S0SC00149,H8AZ08158,4257
S0SC00149,S4NE00090,3004
S0SC00149,H0ME02075,126
S0SC00149,H8IL14083,4582
S0SC00149,H0NJ02155,703
S0SC00149,H2SC07256,651
S0SC00149,S8MO00160,11148
S0SC00149,H4WA05077,4958
S0SC00149,H0FL07150,69
S0SC00149,S2PA00489,2612
S0SC00149,H6GA03113,1921
S0SC00149,H2CA20094,6339
S0SC00149,H6TX12060,3536
S0SC00149,H0NY14270,4601
S0SC00149,S2NC00307,284
S0SC00149,H4MO08162,216
S0SC00149,H6PA08277,6290
S0SC00149,H8FL15230,2802
S0SC00149,H6IN03229,1871
S0SC00149,H2GA09150,1997
S0SC00149,S4OK00083,4295
S0SC00149,H0CA26145,300
S0SC00149,H0TX22302,2214
S0SC00149,S0WI00197,6719
S0SC00149,H2OH02085,2581
S0SC00149,H0CT03155,45
S0SC00149,H0IL11052,1885
S0SC00149,S0KS00091,1051
S0SC00149,H0ME02083,1422
S0SC00149,H2NY18087,37
S0SC00149,H8OH16108,2482
S0SC00149,H6TX02079,2506
S0SC00149,H0IL17083,3452
S0SC00149,H8NM02156,4725
S0SC00149,H0TX32087,4593
S0SC00149,H0TN01118,300
S0SC00149,H8OH05036,409
S0SC00149,S0KS00315,4556
S0SC00149,H8VA01147,792
S0SC00149,S8MS00261,6580
S0SC00149,S0TN00169,3858
S0SC00149,H2SC07223,6
S0SC00149,H8KY02031,1074
S0SC00149,H0CA28182,5201
S0SC00149,H6FL02208,1086
S0SC00149,H8SC04250,1147
S0SC00149,S6WY00068,3072
S0SC00149,H4IL12060,1130
S0SC00149,H6FL13148,1321
S0SC00149,H2IL16107,1177
S0SC00149,H0IN02190,1588
S0SC00149,H0IA04145,675
S0SC00149,H2UT02324,2401
S0SC00149,H0OR02150,249
S0SC00149,S4AK00099,936
S0SC00149,H8GA06286,5379
S0SC00149,H0CA48198,10782
S0SC00149,S4SD00049,4368
S0SC00149,H0WI03175,3045
S0SC00149,H0MN02134,2218
S0SC00149,H0TX11230,463
S0SC00149,H6MI04113,6756
S0SC00149,H0NV04056,829
S0SC00149,H4MN06087,4343
S0SC00149,H0GA06192,1522
S0SC00149,S0KS00257,432
S0SC00149,H2NY14128,138
S0SC00149,H8TX21307,3766
S0SC00149,H4NC10047,438
S0SC00149,H2TX06269,1642
S0SC00149,H0NY27116,8
S0SC00149,H4TX10093,6743
S0SC00149,H0IN05326,2127
S0SC00149,H0OK05205,6458
S0SC00149,H0TX32079,760
S0SC00149,H0FL13133,1944
S0SC00149,H0FL03175,511
S0SC00149,H0MI13471,2000
S0SC00149,S2GA00183,339
S0SC00149,H0MN03124,454
S0SC00149,H6FL01119,1146
S0SC00149,S8WV00143,66
S0SC00149,H0SC03077,898
S0SC00149,S2SD00068,2571
S0SC00149,H0NJ07261,2762
S0SC00149,H0PA06167,75
S0SC00149,H0NY02234,4773
S0SC00149,H0WI07127,1615
S0SC00149,H2OH03067,933
S0SC00149,H0OH03111,9
S0SC00149,H2TX06251,2220
S0SC00149,S0OH00133,2725
S0SC00149,H0KS03244,134
S0SC00149,H0IN08114,1088
S0SC00149,S2NC00489,1853
S0SC00149,S0AR00150,924
S0SC00149,H8MD01094,1194
S0SC00149,S0NH00326,598
S0SC00149,H0VA10160,374
S0SC00149,H8CA10209,200
S0SC00149,H0NH01282,3643
S0SC00149,S0VA00146,2014
S0SC00149,H0IL14197,507
S0SC00149,S4WV00159,5764
S0SC00149,H2OH16069,60
S0SC00149,H2WA03100,268
S0SC00149,H0VA10186,1273
S0SC00149,S8ID00027,1281
S0SC00149,S2AZ00349,241
S0SC00149,S0VA00179,486
S0SC00149,H0CO06119,140
S0SC00149,H2OH16051,2776
S0SC00149,H4GA01039,831
S0SC00149,H4GA11061,1074
S0SC00149,H8VA11070,64
S0SC00149,S2AL00145,16
S0SC00149,H6KY01110,670
S0SC00149,H6WI08155,2652
S0SC00149,H4MI07103,948
S0SC00149,H6MS01131,1651
S0SC00149,H0FL20120,23
S0SC00149,H8AZ01237,760
S0SC00149,S0WY00137,996
S0SC00149,H8WV03097,3532
S0SC00149,H8TX03123,1384
S0SC00149,H0NJ09200,268
S0SC00149,S0ND00093,1576
S0SC00149,H6CA44145,845
S0SC00149,H0AZ01259,188
S0SC00149,H0CA03128,165
S0SC00149,H0NY10112,344
S0SC00149,S8ND00120,1406
S0SC00149,H8FL17053,1196
S0SC00149,H0IL15129,200
S0SC00149,H2TX06343,531
S0SC00149,H0WI07101,812
S0SC00149,H0MI03290,3025
S0SC00149,H0PA03271,532
S0SC00149,H2TX08182,240
S0SC00149,S2WA00387,133
S0SC00149,H0FL10113,151
S0SC00149,H4NE01064,1301
S0SC00149,H0VA09055,176
S0SC00149,H0PA08221,1878
S0SC00149,H8TX27049,127
S0SC00149,H0AL02178,183
S0SC00149,H2IA05072,79
S0SC00149,S2AK00127,1100
S0SC00149,S4PA00121,3106
S0SC00149,H2AZ09142,256
S0SC00149,H4CO04090,282
S0SC00149,H0FL08208,1092
S0SC00149,S2NC00505,845
S0SC00149,H0NV04015,2541
S0SC00149,S0MO00183,1987
S0SC00149,S8ID00092,2747
S0SC00149,S8NJ00483,550
S0SC00149,H0IN05250,4
S0SC00149,H0NC03149,55
S0SC00149,H0KS01198,13
S0SC00149,H0TX17195,10
S0SC00149,H8TN07076,1222
S0SC00149,H0MA04259,8
S0SC00149,H0VA07133,713
S0SC00149,H6IL18088,226
S0SC00149,H0CA37167,119
S0SC00149,H2AZ01339,77
S0SC00149,H0NY19204,57
S0SC00149,H0WA08103,190
S0SC00149,H0IL01194,14
S0SC00149,S0AL00263,39
S0SC00149,H0NM02229,168
S0SC00149,H2AL05128,4
S0SC00149,S2AZ00331,45
S0SC00149,H0KS02188,482
S0SC00149,H0TX16106,8
S0SC00149,S2GA00175,76
S0SC00149,H4WA04104,915
S0SC00149,H0KS03236,319
S0SC00149,H6PR00082,1511
S0SC00149,H0NY18172,634
S0SC00149,H0CA15247,21
S0SC00149,H8IN06129,1555
S0SC00149,H0WI05113,178
S0SC00149,S8AL00381,1052
S0SC00149,H0MN05251,737
S0SC00149,H8CA49108,769
S0SC00149,H2NM01276,754
S0SC00149,H8MN08043,351
S0SC00149,H8SC05158,212
S0SC00149,H8OH12180,253
S0SC00149,H8AL02171,61
S0SC00149,S0AL00206,263
S0SC00149,H0FL07143,151
S0SC00149,H8NJ04014,81
S0SC00149,H2TX14149,92
S0SC00149,H8OK01157,41
S0SC00149,H0ME01119,18
S0SC00149,H4TX04039,180
S0SC00149,H2LA02156,1618
S0SC00149,H6LA04138,94
S0SC00149,S0MA00232,223
S0SC00149,S2NE00094,1656
S0SC00149,H2OK02083,303
S0SC00149,H0KS03228,32
S0SC00149,H0GA13149,3
S0SC00149,H6AL04098,404
S0SC00149,H0NY03083,819
S0SC00149,H6FL18121,598
S0SC00149,S2OH00329,56
S0SC00149,H0NC03172,596
S0SC00149,H8NY02104,1073
S0SC00149,H8PA15260,25
S0SC00149,S2OH00360,395
S0SC00149,H0MN02159,1
S0SC00149,H0PA12181,178
S0SC00149,H0VA03124,36
S0SC00149,H0AZ04535,15
S0SC00149,H0NY04156,5
S0SC00149,H0OH06189,1223
S0SC00149,H2SC07066,88
S0SC00149,S0VA00104,63
S0SC00149,H6PA16320,39
S0SC00149,H0NJ07279,237
S0SC00149,H8CA32088,14
S0SC00149,H0SD01094,211
S0SC00149,H0FL19247,2
S0SC00149,H0GA05277,34
S0SC00149,H2OH15228,609
S0SC00149,H0FL19213,12
S0SC00149,H2NC07096,707
S0SC00149,H0WI03159,178
S0SC00149,H0NY29054,187
S0SC00149,H0KY05015,4
S0SC00149,H2TN05339,41
S0SC00149,H0VA05160,155
S0SC00149,H8VA06104,130
S0SC00149,H0MI11129,1249
S0SC00149,H0AL01089,14
S0SC00149,H0MI10287,184
S0SC00149,S2AZ00356,137
S0SC00149,H2MT02050,121
S0SC00149,H4AZ06045,240
S0SC00149,H0NY19188,20
S0SC00149,H8TX02141,18
S0SC00149,H8MO09153,692
S0SC00149,H4WI06048,77
S0SC00149,H8PA10147,370
S0SC00149,H0CA45129,96
S0SC00149,H2VA07154,753
S0SC00149,H0OH18077,147
S0SC00149,H2CA37023,44
S0SC00149,H8ID02064,20
S0SC00149,H0IN01234,188
S0SC00149,H0MD08203,16
S0SC00149,H4MI04126,522
S0SC00149,H0FL19221,388
S0SC00149,S2OH00386,44
S0SC00149,H8TX16166,27
S0SC00149,H8TX22107,198
S0SC00149,H8TX06233,116
S0SC00149,H0CA40138,54
S0SC00149,H8OH16124,134
S0SC00149,S2PA00380,80
S0SC00149,H8WI01156,114
S0SC00149,H0MA07054,110
S0SC00149,H0AZ03461,5
S0SC00149,H0MI02094,491
S0SC00149,H2NV03161,76
S0SC00149,H0TX16130,1
S0SC00149,H0MO06073,96
S0SC00149,H8KS04112,795
S0SC00149,H2CA49242,9
S0SC00149,H2VA02064,31
S0SC00149,H2LA02206,146
S0SC00149,H0VA08198,22
S0SC00149,H2NJ07192,173
S0SC00149,H2GA06123,39
S0SC00149,H2TX34113,20
S0SC00149,H0AL02145,16
S0SC00149,H8TN02119,16
S0SC00149,H0MO07113,77
S0SC00149,H4AR04048,244
S0SC00149,H0MA05132,43
S0SC00149,H0MI06178,3
S0SC00149,H0UT01171,2
S0SC00149,H0GA14113,1
S0SC00149,H0OR02168,5
S0SC00149,H0MN04197,69
S0SC00149,H6AZ09010,15
S0SC00149,H0VA07125,49
S0SC00149,H4AR02141,531
S0SC00149,H2CA45125,38
S0SC00149,H0UT04050,1
S0SC00149,H0PA05094,27
S0SC00149,H0NY11094,20
S0SC00149,H2OH15145,1
S0SC00149,H0NY20111,79
S0SC00149,H0NJ05174,52
S0SC00149,H0OK05247,37
S0SC00149,H0NV04106,21
S0SC00149,H0MN07109,8
S0SC00149,H0NJ03211,23
S0SC00149,H0NY27108,29
S0SC00149,H0FL23116,1
S0SC00149,H2OH14064,153
S0SC00149,H4NJ01118,37
S0SC00149,H0OK05213,32
S0SC00149,S2PA00471,136
S0SC00149,S0KS00299,21
S0SC00149,H2CA22199,29
S0SC00149,H0MI05162,32
S0SC00149,H2OH15160,9
S0SC00149,H0FL15104,232
S0SC00149,H0TX24233,13
S0SC00149,S2OH00170,4
S0SC00149,H4WV02080,180
S0SC00149,H0TX13111,19
S0SC00149,H8CA04152,135
S0SC00149,H2CA01177,179
S0SC00149,S0KS00349,11
S0SC00149,H0TX32053,156
S0SC00149,H0FL09115,73
S0SC00149,H0MN02142,4
S0SC00149,H0IN05243,12
S0SC00149,H0MI10295,76
S0SC00149,H0FL24205,223
S0SC00149,H2TX08133,3
S0SC00149,H0KS01123,28
S0SC00149,H0TN01225,7
S0SC00149,H0IN05268,12
S0SC00149,H0FL19171,16
S0SC00149,H0VA11127,68
S0SC00149,H0UT01205,13
S0SC00149,H0TX17161,4
S0SC00149,H0NM01197,5
S0SC00149,H0OR02127,15
S0SC00149,H8ND00096,11
S0SC00149,H0NC07124,11
S0SC00149,S0IL00543,136
S0SC00149,H0FL03159,224
S0SC00149,H6FL09070,79
S0SC00149,H2OH15129,4
S0SC00149,H8DE01044,28
S0SC00149,H0FL22084,216
S0SC00149,H2WA08182,18
S0SC00149,H0MI08125,91
S0SC00149,H2TN07103,123
S0SC00149,H4GA02078,12
S0SC00149,H4TX04153,114
S0SC00149,H0NV04072,19
S0SC00149,H0SC01386,22
S0SC00149,H0CT05200,27
S0SC00149,H6AZ05083,168
S0SC00149,H0IL15186,2
S0SC00149,H0NM01189,11
S0SC00149,H8TX29110,36
S0SC00149,S0GA00641,9
S0SC00149,S0NM00116,2
S0SC00149,S0OR00337,4
S0SC00149,H0CA24157,6
S0SC00149,H0TX04219,7
S0SC00149,H2TX06228,59
S0SC00149,H0IN07256,4
S0SC00149,H2FL21090,76
S0SC00149,H8TX05144,9
S0SC00149,H0TX18292,15
S0SC00149,H0NY14296,56
S0SC00149,H2GA12121,37
S0SC00149,H0UT01155,2
S0SC00149,H0WI02078,1
S0SC00149,H0OR03174,8
S0SC00149,H0TX04185,2
S0SC00149,H0FL03209,8
S0SC00149,H0TX04177,11
S0SC00149,H0NY17208,3
S0SC00149,H2FL07156,19
S0SC00149,H0NY27132,4
S0SC00149,H0LA05120,24
S0SC00149,H2RI01202,118
S0SC00149,H0AL01055,134
S0SC00149,H0CT05234,8
S0SC00149,H2OR05183,2
S0SC00149,H0TX23086,3
S0SC00149,H0NC11258,25
S0SC00149,H2OH09155,4
S0SC00149,H0RI02287,17
S0SC00149,H0CA48156,34
S0SC00149,H0FL19189,5
S0SC00149,H0NY02267,15
S0SC00149,H6NE03115,47
S0SC00149,H0TX22310,11
S0SC00149,S2MO00544,97
S0SC00149,H8OR05206,6
S0SC00149,H0FL13141,3
S0SC00149,H2GA10257,2
S0SC00149,H2MA09239,5
S0SC00149,H0HI01298,5
S0SC00149,H0VA10194,15
S0SC00149,H0GA14048,6
S0SC00149,H0GA06218,3
S0SC00149,H8CA28185,5
S0SC00149,H0MD06231,26
S0SC00149,S0KS00240,5
S0SC00149,H0WA02197,9
S0SC00149,H0FL22100,25
S0SC00149,H0FL21110,3
S0SC00149,H2NJ11137,169
S0SC00149,H2WA04165,11
S0SC00149,H0DE01066,3
S0SC00149,H0CA10271,6
S0SC00149,H8WI02121,2
S0SC00149,H0TX23268,10
S0SC00149,S2GA00209,11
S0SC00149,H0NC06241,35
S0SC00149,H2FL04146,1
S0SC00149,H0TN03254,20
S0SC00149,H2OH15186,1
S0SC00149,H0CT01126,4
S0SC00149,H0TX28069,16
S0SC00149,H8ID01124,11
S0SC00149,H4OK06056,21
S0SC00149,H0CA52083,5
S0SC00149,H2CO07162,3
S0SC00149,H0AZ02265,11
S0SC00149,H0NC11191,14
S0SC00149,H0NC02158,36
S0SC00149,H0NV04031,7
S0SC00149,H0IL11110,5
S0SC00149,H2NC05157,25
S0SC00149,H8NH02275,9
S0SC00149,S4NJ00250,1
S0SC00149,H2FL25018,8
S0SC00149,H2GA10158,2
S0SC00149,H8NH02283,2
S0SC00149,H0FL20112,1
S0SC00149,H2FL21074,14
S0SC00149,H0NY04149,4
S0SC00149,H0PA17115,47
S0SC00149,H0CO02225,10
S0SC00149,H6IN09176,22
S0SC00149,H2VA10141,1
S0SC00149,H0CA17193,4
S0SC00149,H0CA12137,13
S0SC00149,H0TX11248,3
S0SC00149,H0TX04201,2
S0SC00149,H2NJ12127,16
S0SC00149,H0GA09246,3
S0SC00149,H0CA53214,2
S0SC00149,H8TN09114,10
S0SC00149,H2NV04094,2
S0SC00149,H4AL06098,3
S0SC00149,H2CT02161,3
S0SC00149,H6TX07128,1
S0SC00149,H0UT04019,4
S0SC00149,H0IA04137,6
S0SC00149,H4MT01033,9
S0SC00149,H0FL23108,1
S0SC00149,H0FL19122,3
S0SC00149,H0MI03274,1
S0SC00149,H0MI11111,11
S0SC00149,H4LA06153,7
S0SC00149,P60005915,1
S0SC00149,H8PA13125,16
S0SC00149,H2AL03032,12
S0SC00149,H0IA04152,5
S0SC00149,H0WI07051,5
S0SC00149,H0FL19163,4
S0SC00149,H0CA06170,4
S0SC00149,H0WI03142,1
S0SC00149,H0PA18113,11
S0SC00149,H0NJ06230,3
S0SC00149,H0NY02200,40
S0SC00149,H2TN05347,1
S0SC00149,H0CA08069,4
S0SC00149,H0FL23132,1
S0SC00149,H2MA02077,30
S0SC00149,S8CA00515,11
S0SC00149,S2AL00137,2
S0SC00149,H2KY04196,1
S0SC00149,H4VA07127,1
S0SC00149,H0LA05104,2
S0SC00149,H0NH01290,14
S0SC00149,H0IL03117,4
S0SC00149,H0NV04064,4
S0SC00149,H0TX23243,1
S0SC00149,H2NC11080,18
S0SC00149,H0TX22237,1
S0SC00149,H0WI04132,4
S0SC00149,H0OR05088,2
S0SC00149,H2MA02085,1
S0SC00149,H0OR02135,2
S0SC00149,H2WA08166,2
S0SC00149,H8NJ05136,11
S0SC00149,H0GA06200,1
S0SC00149,H0AL02194,3
S0SC00149,H0UT04035,1
S0SC00149,H0CA16120,19
S0SC00149,H0NJ10232,4
S0SC00149,H0KY03242,4
S0SC00149,H0CA35146,5
S0SC00149,H8WI04069,3
S0SC00149,H0NJ01207,1
S0SC00149,H0MD05225,12
S0SC00149,H0NV03116,2
S0SC00149,H0FL09081,7
S0SC00149,H0MI03233,2
S0SC00149,H0TN04195,7
S0SC00149,H0NY14239,4
S0SC00149,H0GA08099,10
S0SC00149,H0MI03266,1
S0SC00149,H0HI02221,6
S0SC00149,H0GA07265,1
S0SC00149,H0OR03166,1
S0SC00149,S0NM00066,5
S0SC00149,H0FL20153,5
S0SC00149,H0AZ05193,4
S0SC00149,H0GA07307,1
S0SC00149,H2WA04173,1
S0SC00149,S0TN00243,1
S0SC00149,H0FL21136,1
S0SC00149,H2WY01040,2
S0SC00149,H6TX19099,13
S0SC00149,H2IL06082,2
S0SC00149,H8MN07102,2
S0SC00149,H0MN05277,1
S0SC00149,H0CA20122,1
S0SC00149,H2FL20225,4
S0SC00149,H0GA02258,1
S0SC00149,H0CA15262,12
S0SC00149,H2GA10125,2
S0SC00149,H0FL07184,4
S0SC00149,H0CT02207,3
S0SC00149,S8NJ00541,7
S0SC00149,H0UT04092,1
S0SC00149,H6FL07124,2
S0SC00149,H0IL04081,1
S0SC00149,H0MI10303,1
S0SC00149,H0IL02127,2
S0SC00149,S0TN00219,2
S0SC00149,H0NY17315,2
S0SC00149,H2CA54010,1
S0SC00149,H0GA13131,3
S0SC00149,H8MA02116,2
S0SC00149,H0AZ07090,3
S0SC00149,H0GA07224,7
S0SC00149,H0CA45087,1
S0SC00149,H0FL26010,2
S0SC00149,H0WA02213,1
S0SC00149,H0GA06226,1
S0SC00149,H8UT03238,1
S0SC00149,H8WA01077,5
S0SC00149,H0PA08197,3
S0SC00149,H0FL27034,1
S0SC00149,H0VA04072,1
S0SC00149,H0MA09076,2
S0SC00149,H0FL08257,1
S0SC00149,H0AR01083,2
S0SC00149,H0TX35023,1
S0SC00149,H0VA07109,1
S0SC00149,S0KS00364,1
S0SC00149,H2NM01268,2
S0SC00149,H2SC07199,1
S0SC00149,H0PA17107,1
S0SC00149,H0UT04043,1
S0SC00149,H0WI07119,1
S0SC00149,H8VT01065,2
S0SC00149,H0TX17104,1
S0SC00149,H0MD04152,1
S0SC00149,H8WA10037,1
S0SC00149,S2IL00150,1
S0SC00149,H0TX09168,1
S0SC00149,H0ME02067,1
H0MN07091,H0MN07091,11034
H0MN07091,H8PA05071,49
H0MN07091,H0TX13228,777
H0MN07091,P80001571,6633
H0MN07091,S0NM00124,300
H0MN07091,S6ME00159,2949
H0MN07091,S8AZ00221,4683
H0MN07091,S4SC00240,3703
H0MN07091,S0GA00526,5083
H0MN07091,H6CA22125,3466
H0MN07091,H0LA01087,2913
H0MN07091,S4GA11285,5281
H0MN07091,H0MN05178,3151
H0MN07091,H8CA20059,2275
H0MN07091,H6AK00045,3389
H0MN07091,H0NC11233,2094
H0MN07091,S2KY00012,5399
H0MN07091,H8NY01148,3840
H0MN07091,S4AK00214,6928
H0MN07091,H8FL27185,5737
H0MN07091,H0SC01394,3377
H0MN07091,H4NY21079,5253
H0MN07091,S2MT00096,3825
H0MN07091,H0PA07132,1974
H0MN07091,H0FL13158,1226
H0MN07091,H6WY00159,2885
H0MN07091,S0KY00156,894
H0MN07091,H4NY22051,6787
H0MN07091,S0GA00567,170
H0MN07091,S4CO00395,3244
H0MN07091,H6OH04082,2948
H0MN07091,H2MO02102,4101
H0MN07091,H0IA01174,6214
H0MN07091,H8NJ02166,3748
H0MN07091,S4NC00162,2892
H0MN07091,H0FL26036,5562
H0MN07091,H6FL18097,3891
H0MN07091,H6NE02125,3608
H0MN07091,H4MT00050,4574
H0MN07091,H0NY27090,344
H0MN07091,S0MN00328,2447
H0MN07091,H8CA39240,5713
H0MN07091,H2PA04135,1619
H0MN07091,H0VA07158,2247
H0MN07091,H6LA03148,1257
H0MN07091,H4NC05146,2756
H0MN07091,S8MI00372,3782
H0MN07091,H2TX06335,162
H0MN07091,H2IL13120,3505
H0MN07091,S0FL00338,2219
H0MN07091,H2TX33040,38
H0MN07091,H0NV03132,2490
H0MN07091,H6OH08315,875
H0MN07091,S4IA00129,4057
H0MN07091,S2MO00536,372
H0MN07091,S4OR00156,26
H0MN07091,S8FL00273,1321
H0MN07091,H6CO03139,1169
H0MN07091,H8OH15076,847
H0MN07091,S4LA00065,2153
H0MN07091,S6IN00191,1278
H0MN07091,H0CA43108,1090
H0MN07091,H2LA05126,565
H0MN07091,H4IA03115,4566
H0MN07091,H0TX15124,122
H0MN07091,H0CA48024,1935
H0MN07091,H0TX24209,6893
H0MN07091,S8IN00171,472
H0MN07091,S2MO00585,237
H0MN07091,H8SD01055,53
H0MN07091,S2PA00505,5099
H0MN07091,H0NC09187,675
H0MN07091,S0TN00144,74
H0MN07091,H0CA25105,4101
H0MN07091,H2TX31044,3943
H0MN07091,H8KS02199,1856
H0MN07091,H2NC08185,2041
H0MN07091,H8PA18199,1284
H0MN07091,H0MD07197,2177
H0MN07091,H2TX26093,55
H0MN07091,H0PA08205,92
H0MN07091,H2SC02059,1336
H0MN07091,S8OH00086,43
H0MN07091,H0CO03165,3187
H0MN07091,H0MN01045,4126
H0MN07091,H0OR04107,2132
H0MN07091,S2MO00593,2752
H0MN07091,H2FL14186,704
H0MN07091,S0IA00028,1006
H0MN07091,H0VA02118,6383
H0MN07091,H4CA45089,339
H0MN07091,H0GA07273,532
H0MN07091,H0TX07170,4980
H0MN07091,H0TX35015,1889
H0MN07091,H0UT04076,4722
H0MN07091,S0UT00165,777
H0MN07091,H8TX02166,2016
H0MN07091,H0MS04120,844
H0MN07091,H6MI01226,3380
H0MN07091,S0AL00230,1354
H0MN07091,H4NY24073,3480
H0MN07091,S8MS00196,475
H0MN07091,S4LA00107,1297
H0MN07091,S2TX00312,1632
H0MN07091,H0WV01072,1
H0MN07091,H8TX06266,731
H0MN07091,H0MI08141,368
H0MN07091,H0KY06104,3141
H0MN07091,H0NY11078,5104
H0MN07091,S6AL00195,56
H0MN07091,H0CA08135,224
H0MN07091,H8FL06148,1392
H0MN07091,S4OK00232,270
H0MN07091,H8MS03125,2241
H0MN07091,S8TN00337,1245
H0MN07091,S0NH00334,283
H0MN07091,H8IA02043,4802
H0MN07091,H8VA05171,1738
H0MN07091,S8UT00176,155
H0MN07091,H0MI03308,297
H0MN07091,H0IL06060,4585
H0MN07091,S4AR00103,2709
H0MN07091,S2TX00106,2709
H0MN07091,H0WA03187,4622
H0MN07091,H8OH01043,3324
H0MN07091,H8AZ08158,2852
H0MN07091,S4NE00090,674
H0MN07091,H0ME02075,38
H0MN07091,H8IL14083,4475
H0MN07091,H0NJ02155,314
H0MN07091,H2SC07256,64
H0MN07091,S8MO00160,1594
H0MN07091,H4WA05077,2967
H0MN07091,H0FL07150,4
H0MN07091,S2PA00489,364
H0MN07091,H6GA03113,414
H0MN07091,H2CA20094,5368
H0MN07091,H6TX12060,2743
H0MN07091,H0NY14270,280
H0MN07091,S2NC00307,33
H0MN07091,H4MO08162,68
H0MN07091,H6PA08277,3919
H0MN07091,H8FL15230,2168
H0MN07091,H6IN03229,986
H0MN07091,H2GA09150,280
H0MN07091,S4OK00083,838
H0MN07091,H0CA26145,75
H0MN07091,H0TX22302,2232
H0MN07091,S0WI00197,1071
H0MN07091,H2OH02085,1242
H0MN07091,H0CT03155,10
