total_raised,total_contributions,date,committee,committee_name
34459.5,124,2021-06,C00514893,PEOPLE FOR DEREK KILMER
224346.0,1145,2021-03,C00502294,SWALWELL FOR CONGRESS
24502.0,237,2021-06,C00765099,MELANIE FOR NEW MEXICO
10310.0,31,2021-05,C00765099,MELANIE FOR NEW MEXICO
57884.0,40,2021-05,C00781328,QUARTEY FOR CONGRESS
138639.69000000003,267,2021-02,C00649376,CAROLYN FOR CONGRESS
64815.25,415,2021-05,C00658567,SUSAN WILD FOR CONGRESS
323353.8299999996,954,2021-06,C00637868,COLIN ALLRED FOR CONGRESS
18163.049999999996,226,2021-06,C00502179,MARK POCAN FOR CONGRESS
94593.48999999999,504,2021-05,C00646844,CINDY AXNE FOR CONGRESS
466875.4499999998,10454,2021-06,C00771972,LUCAS KUNCE FOR MISSOURI
78376.0,98,2021-03,C00719559,SARA JACOBS FOR CONGRESS
87388.96999999997,381,2021-05,C00649376,CAROLYN FOR CONGRESS
54735.33,178,2021-05,C00662619,ANDY LEVIN FOR CONGRESS
35956.2,73,2021-05,C00499947,FRIENDS OF DAN KILDEE
79105.00999999998,1455,2021-06,C00264697,FRIENDS OF SHERROD BROWN
685576.0099999992,13998,2021-04,C00213512,NANCY PELOSI FOR CONGRESS
72693.20000000001,304,2021-05,C00634253,MIKE LEVIN FOR CONGRESS
36074.25,214,2021-05,C00660464,CHRIS PAPPAS FOR CONGRESS
7905.5,67,2021-02,C00495358,KAINE FOR VIRGINIA
67881.61,396,2021-05,C00575209,ANGIE CRAIG FOR CONGRESS
36270.0,361,2021-05,C00640714,DEAN PHILLIPS FOR CONGRESS
292237.3,4147,2021-03,C00767400,JEFF JACKSON FOR US SENATE
94326.0,157,2021-05,C00264564,MENENDEZ FOR SENATE
51668.0,320,2021-05,C00503052,JEFFRIES FOR CONGRESS
74975.74,764,2021-05,C00670034,SHARICE FOR CONGRESS
98559.0,394,2021-03,C00541888,KATHERINE CLARK FOR CONGRESS
89117.65,832,2021-05,C00215905,DEFAZIO FOR CONGRESS
83178.2,476,2021-05,C00638650,HALEY STEVENS FOR CONGRESS
116770.68,916,2021-06,C00670034,SHARICE FOR CONGRESS
24775.0,24,2021-04,C00721449,JAKE AUCHINCLOSS FOR CONGRESS
108073.0,190,2021-02,C00655613,SUSIE LEE FOR CONGRESS
124488.06999999999,507,2021-03,C00767657,HEATHER MIZEUR FOR CONGRESS
83109.38,551,2021-06,C00344473,STABENOW FOR US SENATE
23549.0,73,2021-02,C00503110,SCOTT PETERS FOR CONGRESS
55525.59000000002,840,2021-03,C00680934,ILHAN FOR CONGRESS
60853.7,488,2021-02,C00670034,SHARICE FOR CONGRESS
72734.0,387,2021-06,C00640714,DEAN PHILLIPS FOR CONGRESS
85399.0,434,2021-03,C00637363,JASON CROW FOR CONGRESS
26084.0,79,2021-05,C00503110,SCOTT PETERS FOR CONGRESS
36355.0,69,2021-03,C00311639,DIANA DEGETTE FOR CONGRESS
99923.98999999998,719,2021-03,C00668608,RASHIDA TLAIB FOR CONGRESS
42371.22,73,2021-03,C00476523,KAREN BASS FOR CONGRESS
123455.92000000013,809,2021-04,C00650150,ELISSA SLOTKIN FOR CONGRESS
175318.62000000014,548,2021-06,C00655613,SUSIE LEE FOR CONGRESS
63379.53000000014,819,2021-03,C00667741,THE COMMITTEE TO ELECT AYANNA PRESSLEY
68637.37,406,2021-04,C00658567,SUSAN WILD FOR CONGRESS
26300.33,202,2021-04,C00704049,TERESA FOR ALL
109895.85,455,2021-04,C00646844,CINDY AXNE FOR CONGRESS
40010.65,85,2021-03,C00498667,MARK TAKANO FOR CONGRESS
66980.54,667,2021-05,C00605592,PRAMILA FOR CONGRESS
33621.06000000003,327,2021-05,C00696104,ERICA FOR US
68131.42999999995,1278,2021-06,C00540500,CORY BOOKER FOR SENATE
63764.0,244,2021-03,C00555888,FRIENDS OF DON BEYER
58569.56,191,2021-02,C00633982,HARLEY ROUDA FOR CONGRESS
204160.55,552,2021-06,C00634253,MIKE LEVIN FOR CONGRESS
25610.0,59,2021-05,C00494856,LOIS FRANKEL FOR CONGRESS
13555.0,62,2021-05,C00719559,SARA JACOBS FOR CONGRESS
122815.2,114,2021-06,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE
35221.0,193,2021-04,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS
20458.66,50,2021-04,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE
246352.91000000012,5620,2021-03,C00343871,SCHIFF FOR CONGRESS
103962.28000000001,467,2021-06,C00331769,BARBARA LEE FOR CONGRESS
107925.7,579,2021-03,C00257642,PEOPLE FOR PATTY MURRAY
207923.84000000005,308,2021-03,C00711150,MONDAIRE FOR CONGRESS
133260.0,461,2021-05,C00728832,BRIDGET FLEMING FOR CONGRESS
40384.59999999999,348,2021-04,C00495952,SCHNEIDER FOR CONGRESS
76321.03,596,2021-02,C00257642,PEOPLE FOR PATTY MURRAY
41463.22,398,2021-05,C00769919,DONALD VALDEZ FOR CONGRESS
89904.0,161,2021-03,C00657304,STANTON FOR CONGRESS
121648.0,598,2021-05,C00575092,FRIENDS OF RAJA FOR CONGRESS
144469.5,523,2021-06,C00573758,VAN HOLLEN FOR SENATE
68596.0,133,2021-06,C00620443,STEPHANIE MURPHY FOR CONGRESS
128910.11000000002,2039,2021-05,C00767400,JEFF JACKSON FOR US SENATE
6925.0,4,2021-05,C00286500,DOGGETT FOR CONGRESS
35383.53999999999,407,2021-05,C00768465,SIFTON FOR US SENATE
6570.0,4,2021-02,C00258475,ANNA ESHOO FOR CONGRESS
77233.02,665,2021-05,C00648493,CASTEN FOR CONGRESS
380344.4299999998,9586,2021-06,C00768101,MARCUS FOR GEORGIA
99585.21,447,2021-03,C00331769,BARBARA LEE FOR CONGRESS
82196.26999999999,343,2021-05,C00709196,BOWMAN FOR CONGRESS
15375.0,20,2021-03,C00409219,MATSUI FOR CONGRESS
89979.13,334,2021-04,C00653816,COMMITTEE TO ELECT JARED GOLDEN
43028.0,110,2021-04,C00699744,TORRES FOR CONGRESS
40661.0,28,2021-05,C00558320,DONALD NORCROSS FOR CONGRESS
38778.4,65,2021-03,C00555813,KATHLEEN RICE FOR CONGRESS
157328.36000000028,2658,2021-05,C00574889,TAMMY FOR ILLINOIS
134053.76,302,2021-06,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS
28565.0,74,2021-04,C00620443,STEPHANIE MURPHY FOR CONGRESS
18278.0,97,2021-06,C00774893,LIZ JOHNSON FOR US
40396.89,560,2021-06,C00510461,PETE AGUILAR FOR CONGRESS
16771.0,101,2021-05,C00573949,JOSH GOTTHEIMER FOR CONGRESS
85129.0,148,2021-05,C00607200,SUOZZI FOR CONGRESS
48234.63,775,2021-05,C00779439,MARISA WOOD FOR CONGRESS
118990.0,110,2021-06,C00781336,KEN RUSSELL FOR FLORIDA
63717.93,392,2021-02,C00653816,COMMITTEE TO ELECT JARED GOLDEN
50116.72,84,2021-03,C00255562,FRIENDS OF JIM CLYBURN
100600.0,65,2021-05,C00721449,JAKE AUCHINCLOSS FOR CONGRESS
100109.5,398,2021-06,C00637371,CHRISSY HOULAHAN FOR CONGRESS
69154.0,92,2021-04,C00226928,PALLONE FOR CONGRESS
48968.7,260,2021-05,C00438713,FRIENDS OF MARK WARNER
34729.0,145,2021-04,C00662577,KATHY MANNING FOR CONGRESS
72361.0,168,2021-06,C00657304,STANTON FOR CONGRESS
77930.0,225,2021-02,C00555888,FRIENDS OF DON BEYER
58303.0,144,2021-03,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS
90258.48000000001,927,2021-05,C00649913,SPANBERGER FOR CONGRESS
158238.91999999998,246,2021-05,C00699744,TORRES FOR CONGRESS
37505.0,267,2021-03,C00638023,WEXTON FOR CONGRESS
12660.0,4,2021-06,C00497321,VARGAS FOR CONGRESS
14710.0,23,2021-02,C00469163,TED DEUTCH FOR CONGRESS COMMITTEE
36210.220000000016,393,2021-05,C00633859,DELGADO FOR CONGRESS
151963.23,1359,2021-04,C00652719,LAUREN UNDERWOOD FOR CONGRESS
54427.93999999999,147,2021-05,C00701847,DICKINSON FOR CONGRESS COMMITTEE
55767.72999999999,111,2021-04,C00701847,DICKINSON FOR CONGRESS COMMITTEE
86501.33,282,2021-06,C00431056,BOB CASEY FOR SENATE INC
56964.84,220,2021-02,C00476564,CICILLINE COMMITTEE
5800.0,1,2021-03,C00443705,JACKIE SPEIER FOR CONGRESS
13683.38,82,2021-02,C00512426,SEAN PATRICK MALONEY FOR CONGRESS
48665.70999999993,815,2021-02,C00540500,CORY BOOKER FOR SENATE
44400.0,81,2021-06,C00458125,JUDY CHU FOR CONGRESS
63461.369999999995,375,2021-05,C00508804,SINEMA FOR ARIZONA
94427.14999999998,635,2021-02,C00672295,FRIENDS OF LUCY MCBATH
127403.59,508,2021-06,C00633982,HARLEY ROUDA FOR CONGRESS
11399.09,83,2021-02,C00385773,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS
23525.0,22,2021-05,C00701953,ADRIANO ESPAILLAT FOR CONGRESS
21960.010000000002,223,2021-03,C00725101,CHRISTY SMITH FOR CONGRESS
79029.58999999998,703,2021-03,C00665695,JAY CHEN FOR CONGRESS
170462.75000000003,2642,2021-04,C00767400,JEFF JACKSON FOR US SENATE
45015.2,36,2021-05,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE
79372.76,225,2021-06,C00592659,VICENTE GONZALEZ FOR CONGRESS
158814.9600000001,823,2021-06,C00649376,CAROLYN FOR CONGRESS
61677.53999999999,916,2021-03,C00431353,KLOBUCHAR FOR MINNESOTA
56374.29000000001,620,2021-02,C00575126,JAMIE RASKIN FOR CONGRESS
41648.159999999996,517,2021-06,C00215905,DEFAZIO FOR CONGRESS
13078.64,65,2021-02,C00629659,JIMMY GOMEZ FOR CONGRESS
57151.04000000007,1210,2021-03,C00638767,CORI BUSH FOR CONGRESS
14090.0,63,2021-03,C00256925,SCOTT FOR CONGRESS
30453.0,81,2021-06,C00286500,DOGGETT FOR CONGRESS
57451.66,94,2021-02,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE
36382.22999999999,151,2021-04,C00582890,TOM O'HALLERAN FOR CONGRESS
24384.0,100,2021-02,C00494856,LOIS FRANKEL FOR CONGRESS
67026.26000000002,578,2021-04,C00670034,SHARICE FOR CONGRESS
14263.0,96,2021-03,C00410639,PERLMUTTER FOR CONGRESS
52427.76,176,2021-06,C00312017,KIND FOR CONGRESS COMMITTEE
318141.25999999995,7828,2021-03,C00768317,COLORADANS FOR KERRY DONOVAN
101559.82000000002,822,2021-04,C00649913,SPANBERGER FOR CONGRESS
69992.76000000004,299,2021-06,C00582890,TOM O'HALLERAN FOR CONGRESS
64587.95999999987,414,2021-04,C00664375,ELAINE FOR CONGRESS
24690.459999999992,147,2021-04,C00677898,FRIENDS OF JAHANA HAYES
64216.88,300,2021-03,C00636670,MARIE NEWMAN FOR CONGRESS
21325.62,73,2021-04,C00312017,KIND FOR CONGRESS COMMITTEE
51768.219999999994,292,2021-04,C00652628,DR KIM SCHRIER FOR CONGRESS
35768.63,170,2021-04,C00668228,NEVADANS FOR STEVEN HORSFORD
41626.77999999999,283,2021-04,C00634253,MIKE LEVIN FOR CONGRESS
73007.25999999994,694,2021-04,C00648220,ANDY KIM FOR CONGRESS
20984.63,177,2021-04,C00660464,CHRIS PAPPAS FOR CONGRESS
48007.38999999999,316,2021-04,C00575209,ANGIE CRAIG FOR CONGRESS
69405.0,267,2021-05,C00780155,DANIEL HERNANDEZ FOR CONGRESS
31688.0,31,2021-05,C00497321,VARGAS FOR CONGRESS
40241.020000000004,544,2021-04,C00215905,DEFAZIO FOR CONGRESS
30043.0,36,2021-05,C00226928,PALLONE FOR CONGRESS
40733.87,224,2021-04,C00655613,SUSIE LEE FOR CONGRESS
82750.0,627,2021-06,C00768465,SIFTON FOR US SENATE
90238.80999999998,625,2021-04,C00640003,MIKIE SHERRILL FOR CONGRESS
32658.940000000002,145,2021-04,C00592659,VICENTE GONZALEZ FOR CONGRESS
56481.74,231,2021-04,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS
5900.0,2,2021-04,C00497321,VARGAS FOR CONGRESS
56289.0,422,2021-02,C00640714,DEAN PHILLIPS FOR CONGRESS
39531.5,396,2021-06,C00443689,PEOPLE FOR BEN
25374.0,181,2021-02,C00660464,CHRIS PAPPAS FOR CONGRESS
146742.89,1196,2021-02,C00574889,TAMMY FOR ILLINOIS
40603.5,130,2021-06,C00459099,DELBENE FOR CONGRESS
40712.76,220,2021-04,C00541888,KATHERINE CLARK FOR CONGRESS
19649.0,97,2021-02,C00461061,BERA FOR CONGRESS
141288.15000000002,736,2021-04,C00257642,PEOPLE FOR PATTY MURRAY
44583.0,144,2021-06,C00345546,CITIZENS TO ELECT RICK LARSEN
33938.40000000001,371,2021-06,C00503185,RO FOR CONGRESS INC
60108.25,339,2021-05,C00633982,HARLEY ROUDA FOR CONGRESS
16939.96,156,2021-02,C00606939,ROSEN FOR NEVADA
96482.75,361,2021-05,C00655613,SUSIE LEE FOR CONGRESS
41926.0,217,2021-02,C00558627,GALLEGO FOR ARIZONA
31414.0,32,2021-03,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN
50582.42,509,2021-03,C00196774,THE MARKEY COMMITTEE
71315.25,613,2021-05,C00664375,ELAINE FOR CONGRESS
15894.48,23,2021-05,C00458125,JUDY CHU FOR CONGRESS
359840.27999999974,8101,2021-04,C00765800,FETTERMAN FOR PA
99953.0,418,2021-02,C00575092,FRIENDS OF RAJA FOR CONGRESS
8987.0,28,2021-02,C00661777,CHUY GARCIA FOR CONGRESS
85046.0,196,2021-06,C00476564,CICILLINE COMMITTEE
36777.53,184,2021-06,C00704049,TERESA FOR ALL
64455.2,73,2021-02,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE
42170.0,120,2021-03,C00461061,BERA FOR CONGRESS
280740.3599999998,3541,2021-02,C00767400,JEFF JACKSON FOR US SENATE
110875.92,627,2021-04,C00774927,DR. FRIESE FOR ARIZONA
41179.0,142,2021-06,C00540732,SCHATZ FOR SENATE
203858.47000000003,2867,2021-06,C00680934,ILHAN FOR CONGRESS
54930.4,47,2021-05,C00289603,LOFGREN FOR CONGRESS
95395.04000000001,530,2021-06,C00462861,"KUSTER FOR CONGRESS, INC"
85386.34,245,2021-03,C00662619,ANDY LEVIN FOR CONGRESS
42830.69999999998,111,2021-06,C00653923,VERONICA ESCOBAR FOR CONGRESS
27524.64,62,2021-06,C00629659,JIMMY GOMEZ FOR CONGRESS
37185.0,151,2021-06,C00556506,TED LIEU FOR CONGRESS
523410.1400000002,12477,2021-06,C00213512,NANCY PELOSI FOR CONGRESS
30128.22,355,2021-04,C00308676,WYDEN FOR SENATE
9978.889999999998,75,2021-02,C00528182,VIRGIN ISLANDS FOR PLASKETT
37856.53,699,2021-04,C00326801,TAMMY BALDWIN FOR SENATE
49044.780000000006,505,2021-03,C00709196,BOWMAN FOR CONGRESS
36544.43,410,2021-04,C00590489,VAL DEMINGS FOR CONGRESS
30984.570000000003,543,2021-04,C00605592,PRAMILA FOR CONGRESS
60112.5,432,2021-06,C00769059,BRITTANY FOR THE PEOPLE
47079.33,253,2021-05,C00431056,BOB CASEY FOR SENATE INC
23723.0,100,2021-06,C00410639,PERLMUTTER FOR CONGRESS
13301.0,11,2021-06,C00765560,ARUNA MILLER FOR CONGRESS
46307.42000000001,196,2021-05,C00779090,JANE HOPE HAMILTON FOR CONGRESS
12275.0,7,2021-04,C00574640,ANTHONY BROWN FOR CONGRESS
17726.0,75,2021-03,C00607200,SUOZZI FOR CONGRESS
32669.25,327,2021-06,C00196774,THE MARKEY COMMITTEE
166256.26,732,2021-06,C00648493,CASTEN FOR CONGRESS
66719.45999999999,821,2021-02,C00614115,NELSON FOR WISCONSIN
98407.77,1836,2021-01,C00636571,KATIE PORTER FOR CONGRESS
33707.0,54,2021-06,C00499467,TITUS FOR CONGRESS
46795.27,238,2021-01,C00575548,CATHERINE CORTEZ-MASTO FOR SENATE
69557.48999999999,526,2021-01,C00588772,MAGGIE FOR NH
23368.600000000002,133,2021-01,C00640003,MIKIE SHERRILL FOR CONGRESS
333862.34999999986,3741,2021-01,C00767400,JEFF JACKSON FOR US SENATE
90906.09999999999,169,2021-01,C00639146,JOSH HARDER FOR CONGRESS
9013.2,45,2021-01,C00410803,WHITEHOUSE FOR SENATE
45105.0,103,2021-01,C00649376,CAROLYN FOR CONGRESS
31270.0,30,2021-05,C00578567,KEEP AL GREEN IN CONGRESS
14246.0,130,2021-02,C00433391,PINGREE FOR CONGRESS
200171.88000000003,4279,2021-01,C00696526,MARK KELLY FOR SENATE
55018.78,195,2021-02,C00704049,TERESA FOR ALL
227663.64000000013,5337,2021-05,C00343871,SCHIFF FOR CONGRESS
15970.5,75,2021-06,C00475392,CHRIS COONS FOR DELAWARE
59855.0,172,2021-01,C00492991,BLUMENTHAL FOR CONNECTICUT
880780.3799999998,18833,2021-02,C00213512,NANCY PELOSI FOR CONGRESS
28778.0,202,2021-01,C00574889,TAMMY FOR ILLINOIS
77698.4,389,2021-02,C00445452,CONNOLLY FOR CONGRESS
37420.649999999994,335,2021-02,C00508804,SINEMA FOR ARIZONA
14570.0,39,2021-02,C00769786,FRIENDS OF JAHMAL COLE
115612.0,163,2021-01,C00765164,ALEX PADILLA FOR SENATE
55718.0,80,2021-03,C00675108,JOE MORELLE FOR CONGRESS
63569.0,204,2021-01,C00575092,FRIENDS OF RAJA FOR CONGRESS
42294.0,248,2021-01,C00458398,BENNET FOR COLORADO
12225.0,13,2021-03,C00279851,FRIENDS OF BENNIE THOMPSON
42968.95,92,2021-01,C00634253,MIKE LEVIN FOR CONGRESS
19611.629999999997,90,2021-01,C00646844,CINDY AXNE FOR CONGRESS
54468.0,178,2021-03,C00435099,BILL FOSTER FOR CONGRESS
32058.0,103,2021-01,C00575209,ANGIE CRAIG FOR CONGRESS
25414.64,90,2021-03,C00629659,JIMMY GOMEZ FOR CONGRESS
17060.2,156,2021-01,C00656686,TOM MALINOWSKI FOR CONGRESS
33967.26999999999,142,2021-01,C00637371,CHRISSY HOULAHAN FOR CONGRESS
45566.329999999994,394,2021-01,C00649913,SPANBERGER FOR CONGRESS
13266.0,70,2021-01,C00512426,SEAN PATRICK MALONEY FOR CONGRESS
41752.15000000001,670,2021-01,C00652719,LAUREN UNDERWOOD FOR CONGRESS
10825.0,5,2021-01,C00415331,CLARKE FOR CONGRESS
85612.31000000008,1712,2021-01,C00736876,WARNOCK FOR GEORGIA
28510.5,140,2021-01,C00657411,CONOR LAMB FOR CONGRESS
83964.59999999999,606,2021-03,C00445452,CONNOLLY FOR CONGRESS
11300.0,4,2021-01,C00721449,JAKE AUCHINCLOSS FOR CONGRESS
17232.640000000003,157,2021-01,C00508804,SINEMA FOR ARIZONA
37766.0,174,2021-01,C00640714,DEAN PHILLIPS FOR CONGRESS
10841.0,67,2021-01,C00495952,SCHNEIDER FOR CONGRESS
45769.42,222,2021-06,C00458976,TERRI SEWELL FOR CONGRESS
26129.0,49,2021-01,C00655613,SUSIE LEE FOR CONGRESS
108524.91999999998,1819,2021-03,C00437889,PETERS FOR MICHIGAN
7618.2,47,2021-01,C00445452,CONNOLLY FOR CONGRESS
45380.31000000001,45,2021-01,C00606939,ROSEN FOR NEVADA
21271.0,341,2021-01,C00346312,FRIENDS OF SCHUMER
89467.22,517,2021-06,C00773820,ENGEL FOR ARIZONA
89013.63999999998,848,2021-01,C00767657,HEATHER MIZEUR FOR CONGRESS
16176.0,81,2021-01,C00541888,KATHERINE CLARK FOR CONGRESS
28445.0,19,2021-01,C00547240,MOULTON FOR CONGRESS
8355.53,40,2021-01,C00677898,FRIENDS OF JAHANA HAYES
30248.0,51,2021-01,C00648253,JOE NEGUSE FOR CONGRESS
18616.21,103,2021-01,C00503185,RO FOR CONGRESS INC
39630.0,254,2021-02,C00503052,JEFFRIES FOR CONGRESS
31654.3,95,2021-01,C00711150,MONDAIRE FOR CONGRESS
15917.28,122,2021-05,C00476523,KAREN BASS FOR CONGRESS
13838.22,112,2021-01,C00614115,NELSON FOR WISCONSIN
12375.0,107,2021-03,C00769786,FRIENDS OF JAHMAL COLE
17233.0,115,2021-01,C00573758,VAN HOLLEN FOR SENATE
8425.0,3,2021-01,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE
15640.0,83,2021-01,C00590489,VAL DEMINGS FOR CONGRESS
12600.0,5,2021-02,C00765560,ARUNA MILLER FOR CONGRESS
24321.26,107,2021-01,C00665695,JAY CHEN FOR CONGRESS
25303.0,113,2021-03,C00573949,JOSH GOTTHEIMER FOR CONGRESS
129075.0,200,2021-03,C00767194,JUNAID FOR CONGRESS
51990.0,28,2021-05,C00543363,CITIZENS FOR BOYLE
8126.0,43,2021-01,C00573949,JOSH GOTTHEIMER FOR CONGRESS
116873.37,683,2021-06,C00652628,DR KIM SCHRIER FOR CONGRESS
23171.660000000003,338,2021-06,C00148999,FRIENDS OF DICK DURBIN COMMITTEE
17125.0,8,2021-05,C00287904,SHEILA JACKSON LEE FOR CONGRESS
97354.0,493,2021-02,C00573758,VAN HOLLEN FOR SENATE
66308.15999999992,1213,2021-02,C00638767,CORI BUSH FOR CONGRESS
13446.199999999993,129,2021-04,C00697334,MCCORKLE FOR COLORADO
39411.0,156,2021-05,C00540732,SCHATZ FOR SENATE
67855.98,106,2021-04,C00486563,MANCHIN FOR WEST VIRGINIA
73782.34,700,2021-04,C00614115,NELSON FOR WISCONSIN
5700.0,3,2021-04,C00768366,PALMER FOR ILLINOIS
28790.22,72,2021-06,C00777045,ADAM FOR DEMOCRACY
97906.40000000001,625,2021-03,C00540732,SCHATZ FOR SENATE
8300.0,3,2021-02,C00401190,BUTTERFIELD FOR CONGRESS
31580.01,105,2021-06,C00354688,MCCOLLUM FOR CONGRESS
80909.18,1460,2021-02,C00693044,PEOPLE FIRST FUTURE
32526.2,252,2021-06,C00712398,FRIENDS OF MELANIE DARRIGO
34800.0,129,2021-03,C00766451,KELLEY FOR OHIO
86058.74999999996,470,2021-05,C00636670,MARIE NEWMAN FOR CONGRESS
18020.0,22,2021-02,C00167585,CITIZENS FOR WATERS
613928.7399999994,15467,2021-03,C00213512,NANCY PELOSI FOR CONGRESS
19175.0,9,2021-04,C00287904,SHEILA JACKSON LEE FOR CONGRESS
32193.0,296,2021-02,C00648956,TJ COX FOR CONGRESS
28792.5,135,2021-06,C00255562,FRIENDS OF JIM CLYBURN
46034.92999999955,582,2021-04,C00412304,MONTANANS FOR TESTER
10525.4,122,2021-02,C00634212,HER TIME PAC
71490.19999999991,1439,2021-04,C00540500,CORY BOOKER FOR SENATE
43613.45999999953,658,2021-03,C00412304,MONTANANS FOR TESTER
19033.0,109,2021-06,C00752584,"NIKEMA FOR CONGRESS, INC"
48439.0,491,2021-05,C00637363,JASON CROW FOR CONGRESS
16667.5,171,2021-01,C00308676,WYDEN FOR SENATE
73581.51999999997,482,2021-05,C00656686,TOM MALINOWSKI FOR CONGRESS
8966.22,52,2021-04,C00167585,CITIZENS FOR WATERS
38038.0,21,2021-02,C00430991,FRIENDS FOR GREGORY MEEKS
10000.0,2,2021-06,C00765198,LEADING PEOPLE FORWARD
44932.64,114,2021-05,C00629659,JIMMY GOMEZ FOR CONGRESS
18201.0,38,2021-05,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE
93386.95000000001,973,2021-03,C00614115,NELSON FOR WISCONSIN
30207.2,302,2021-04,C00438713,FRIENDS OF MARK WARNER
66541.65,1303,2021-06,C00779439,MARISA WOOD FOR CONGRESS
54461.399999999994,449,2021-01,C00373464,TIM RYAN FOR CONGRESS
23898.0,70,2021-06,C00494856,LOIS FRANKEL FOR CONGRESS
13150.0,6,2021-05,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE
30005.21,358,2021-03,C00649061,COMMITTEE TO ELECT TEDRA COBB
318909.3800000002,9049,2021-03,C00411330,FRIENDS OF BERNIE SANDERS
49150.0,25,2021-04,C00781336,KEN RUSSELL FOR FLORIDA
24894.0,55,2021-02,C00312017,KIND FOR CONGRESS COMMITTEE
27625.0,36,2021-04,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE
41482.0,86,2021-06,C00500421,BONAMICI FOR CONGRESS
438643.6499999939,12473,2021-06,C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS
5740.0,10,2021-05,C00395848,CLEAVER FOR CONGRESS
29462.070000000003,440,2021-03,C00148999,FRIENDS OF DICK DURBIN COMMITTEE
14125.0,15,2021-05,C00507368,BEATTY FOR CONGRESS
153526.77999999997,1910,2021-04,C00775478,ODESSA FOR CONGRESS
35627.0,54,2021-03,C00486563,MANCHIN FOR WEST VIRGINIA
35730.09999999999,153,2021-03,C00516666,GRACE FOR NEW YORK
221074.65000000008,4848,2021-02,C00343871,SCHIFF FOR CONGRESS
29298.0,278,2021-05,C00638023,WEXTON FOR CONGRESS
56530.0,142,2021-05,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS
16592.54,286,2021-03,C00502179,MARK POCAN FOR CONGRESS
21996.729999999996,208,2021-05,C00497933,CASTRO FOR CONGRESS
47475.869999999995,237,2021-06,C00636670,MARIE NEWMAN FOR CONGRESS
21351.0,45,2021-06,C00543363,CITIZENS FOR BOYLE
16227.0,57,2021-05,C00558213,DEBBIE DINGELL FOR CONGRESS
40740.0,105,2021-03,C00507368,BEATTY FOR CONGRESS
7315.0,27,2021-05,C00256925,SCOTT FOR CONGRESS
6500.0,3,2021-06,C00660555,SYLVIA GARCIA FOR CONGRESS
14339.22,47,2021-06,C00539866,ROBIN KELLY FOR CONGRESS
18153.0,77,2021-06,C00661777,CHUY GARCIA FOR CONGRESS
10256.0,28,2021-06,C00552588,BRENDA LAWRENCE FOR CONGRESS
22825.0,21,2021-06,C00226928,PALLONE FOR CONGRESS
16208.0,80,2021-06,C00327023,SCHAKOWSKY FOR CONGRESS
5050.0,3,2021-06,C00172619,DAVIS FOR CONGRESS/FRIENDS OF DAVIS
29546.0,138,2021-03,C00285171,RE-ELECT MCGOVERN COMMITTEE
31066.440000000002,541,2021-04,C00512426,SEAN PATRICK MALONEY FOR CONGRESS
19900.0,24,2021-06,C00519355,DONALD M PAYNE JR FOR CONGRESS
6170.0,18,2021-06,C00397505,MOORE FOR CONGRESS
23843.0,77,2021-06,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS
74925.0,290,2021-06,C00729277,DEBORAH ROSS FOR CONGRESS
76067.0,206,2021-06,C00662577,KATHY MANNING FOR CONGRESS
11600.0,15,2021-06,C00257121,CITIZENS FOR RUSH
12270.64,60,2021-04,C00629659,JIMMY GOMEZ FOR CONGRESS
10780.419999999998,10,2021-04,C00266940,SANFORD BISHOP FOR CONGRESS
16771.29,144,2021-05,C00677898,FRIENDS OF JAHANA HAYES
7417.0,35,2021-04,C00499467,TITUS FOR CONGRESS
28758.0,138,2021-04,C00238865,FRIENDS OF ROSA DELAURO
8050.0,6,2021-04,C00369801,DAVID SCOTT FOR CONGRESS
23676.010000000002,214,2021-06,C00445452,CONNOLLY FOR CONGRESS
10350.0,8,2021-04,C00279851,FRIENDS OF BENNIE THOMPSON
7756.22,71,2021-04,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON
10690.01,21,2021-04,C00752584,"NIKEMA FOR CONGRESS, INC"
27350.0,32,2021-03,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE
20375.0,21,2021-06,C00558320,DONALD NORCROSS FOR CONGRESS
13020.0,66,2021-02,C00607200,SUOZZI FOR CONGRESS
28614.0,186,2021-01,C00257642,PEOPLE FOR PATTY MURRAY
