total_raised,total_contributions,date,committee,committee_name
87743.34999999998,642,2021-06,C00709196,BOWMAN FOR CONGRESS
36211.0,269,2021-03,C00767350,ALEXANDER4CONGRESS2022
128925.5,607,2021-06,C00780155,DANIEL HERNANDEZ FOR CONGRESS
64194.0,242,2021-06,C00782136,"MICHELE FOR FLORIDA, INC."
84141.52000000002,1624,2021-06,C00771360,JASMINE BEACH-FERRARA FOR CONGRESS
34018.0,34,2021-05,C00528182,VIRGIN ISLANDS FOR PLASKETT
17596.22,39,2021-04,C00653923,VERONICA ESCOBAR FOR CONGRESS
17320.0,19,2021-04,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
111522.15000000002,2950,2021-05,C00500843,"WARREN DEMOCRATS, INC."
373600.9099999997,9386,2021-05,C00768101,MARCUS FOR GEORGIA
35642.21,151,2021-05,C00555888,FRIENDS OF DON BEYER
61581.0,311,2021-06,C00778464,FRIENDS OF JEVIN D. HODGE
42239.630000000005,466,2021-06,C00434563,MARTIN HEINRICH FOR SENATE
337886.69999999995,6703,2021-04,C00636571,KATIE PORTER FOR CONGRESS
107542.25,1816,2021-05,C00264697,FRIENDS OF SHERROD BROWN
210077.52000000005,6193,2021-04,C00411330,FRIENDS OF BERNIE SANDERS
41610.0,49,2021-06,C00719559,SARA JACOBS FOR CONGRESS
68939.45999999999,467,2021-06,C00614115,NELSON FOR WISCONSIN
13441.7,74,2021-04,C00770131,DIEMER FOR CONGRESS
43313.12,275,2021-05,C00773820,ENGEL FOR ARIZONA
88894.29000000004,292,2021-05,C00711150,MONDAIRE FOR CONGRESS
45011.0,76,2021-06,C00675108,JOE MORELLE FOR CONGRESS
333901.69000000006,4716,2021-03,C00771360,JASMINE BEACH-FERRARA FOR CONGRESS
211356.8100000023,5351,2021-03,C00718866,JON OSSOFF FOR SENATE
25350.8,368,2021-04,C00510461,PETE AGUILAR FOR CONGRESS
52581.44,374,2021-02,C00767657,HEATHER MIZEUR FOR CONGRESS
42236.0,234,2021-06,C00765461,DEREK MARSHALL FOR CONGRESS
7675.0,22,2021-04,C00458125,JUDY CHU FOR CONGRESS
8213.17,83,2021-04,C00475392,CHRIS COONS FOR DELAWARE
14505.0,60,2021-04,C00607200,SUOZZI FOR CONGRESS
49402.0,387,2021-05,C00637371,CHRISSY HOULAHAN FOR CONGRESS
14315.0,23,2021-04,C00558320,DONALD NORCROSS FOR CONGRESS
34450.0,101,2021-02,C00516666,GRACE FOR NEW YORK
133357.54000000007,2246,2021-03,C00769901,MALCOLM PAC
45523.81999999999,166,2021-06,C00410761,CASTOR FOR CONGRESS
4121.0,33,2021-06,C00434191,HIMES FOR CONGRESS
103059.31999999989,2469,2021-05,C00718866,JON OSSOFF FOR SENATE
63624.2,247,2021-03,C00438713,FRIENDS OF MARK WARNER
158309.0,390,2021-06,C00779058,BEN DIAMOND FOR CONGRESS
26340.2,36,2021-04,C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE
175706.12000000017,1379,2021-04,C00776658,RANA ABDELHAMID FOR CONGRESS
36054.0,191,2021-05,C00774612,HARDEN FOR CONGRESS
75406.19,1091,2021-05,C00771972,LUCAS KUNCE FOR MISSOURI
39250.0,335,2021-02,C00541888,KATHERINE CLARK FOR CONGRESS
9120.21,23,2021-02,C00446906,KURT SCHRADER FOR CONGRESS
125505.15000000001,3407,2021-06,C00500843,"WARREN DEMOCRATS, INC."
16085.0,38,2021-04,C00719559,SARA JACOBS FOR CONGRESS
14625.0,12,2021-06,C00581074,DARREN SOTO FOR CONGRESS
103762.21,258,2021-03,C00273169,MALONEY FOR CONGRESS
36680.0,91,2021-06,C00780726,NATALIE JACKSON FOR CONGRESS
23900.0,20,2021-06,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE
15140.0,71,2021-04,C00385773,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS
54696.0,316,2021-05,C00725101,CHRISTY SMITH FOR CONGRESS
58500.0,25,2021-03,C00781336,KEN RUSSELL FOR FLORIDA
49143.0,75,2021-03,C00313510,PASCRELL FOR CONGRESS
54670.64,327,2021-02,C00704650,BRYNNE KENNEDY FOR CONGRESS
44585.09999999999,326,2021-05,C00462861,"KUSTER FOR CONGRESS, INC"
11702.0,154,2021-06,C00774273,BRANDON MOSELY FOR CONGRESS
25694.2,93,2021-06,C00732826,STRICKLAND FOR WASHINGTON
36288.2,105,2021-02,C00732826,STRICKLAND FOR WASHINGTON
10833.5,127,2021-02,C00514893,PEOPLE FOR DEREK KILMER
19101.22,207,2021-02,C00769919,DONALD VALDEZ FOR CONGRESS
61538.22,140,2021-04,C00775247,DR. BAUMLIN FOR PA
31979.0,140,2021-05,C00290825,NADLER FOR CONGRESS
47149.11,283,2021-04,C00410803,WHITEHOUSE FOR SENATE
38336.0,220,2021-06,C00638023,WEXTON FOR CONGRESS
186522.38000000003,2816,2021-02,C00769901,MALCOLM PAC
17315.690000000002,85,2021-06,C00766451,KELLEY FOR OHIO
9480.0,48,2021-02,C00476523,KAREN BASS FOR CONGRESS
82027.0,781,2021-02,C00768465,SIFTON FOR US SENATE
61128.78000000003,613,2021-06,C00779405,ERIC GASH FOR CONGRESS
17395.0,35,2021-03,C00398644,MCNERNEY FOR CONGRESS
31569.0,152,2021-03,C00767343,MUAD FOR CONGRESS
34250.59999999999,91,2021-03,C00410761,CASTOR FOR CONGRESS
19981.67,316,2021-06,C00663781,TINA SMITH FOR MINNESOTA
36795.0,121,2021-02,C00668228,NEVADANS FOR STEVEN HORSFORD
40602.0,135,2021-03,C00458976,TERRI SEWELL FOR CONGRESS
10810.0,29,2021-06,C00398644,MCNERNEY FOR CONGRESS
40999.100000000006,558,2021-03,C00510461,PETE AGUILAR FOR CONGRESS
116268.40000000001,1350,2021-02,C00264697,FRIENDS OF SHERROD BROWN
4115.55,9,2021-06,C00498212,ALAN LOWENTHAL FOR CONGRESS
21368.0,37,2021-03,C00226928,PALLONE FOR CONGRESS
55304.0,142,2021-05,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE
38052.0,105,2021-02,C00238865,FRIENDS OF ROSA DELAURO
740509.6599999997,16568,2021-05,C00213512,NANCY PELOSI FOR CONGRESS
49027.0,215,2021-06,C00290825,NADLER FOR CONGRESS
9745.0,38,2021-04,C00765750,WILLIAM SANCHEZ FOR US SENATE
3125.0,4,2021-06,C00680918,CASE FOR CONGRESS
54159.5,427,2021-03,C00498568,FRIENDS OF CHERI BUSTOS
22625.0,43,2021-06,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN
22801.0,102,2021-06,C00558213,DEBBIE DINGELL FOR CONGRESS
21617.0,65,2021-05,C00774851,RETT FOR SENATE
35968.0,192,2021-06,C00541888,KATHERINE CLARK FOR CONGRESS
49114.95999999999,290,2021-02,C00652628,DR KIM SCHRIER FOR CONGRESS
56469.07,1053,2021-03,C00708479,ARBALLO FOR CONGRESS
66028.0,172,2021-04,C00290825,NADLER FOR CONGRESS
7370.0,49,2021-03,C00765750,WILLIAM SANCHEZ FOR US SENATE
13010.0,30,2021-06,C00577353,BARRAGAN FOR CONGRESS
57159.770000000004,1073,2021-06,C00777920,AMY VILELA FOR CONGRESS
6361.0,13,2021-06,C00457556,QUIGLEY FOR CONGRESS
25041.0,337,2021-04,C00640714,DEAN PHILLIPS FOR CONGRESS
13720.0,28,2021-02,C00313510,PASCRELL FOR CONGRESS
97029.74000000075,1926,2021-02,C00766691,SITES FOR CONGRESS
17690.99,76,2021-06,C00767343,MUAD FOR CONGRESS
10877.5,115,2021-06,C00349506,FRIENDS OF MARIA
18181.0,80,2021-06,C00763045,WILEY NICKEL FOR CONGRESS EXPLORATORY COMMITTEE
22546.0,192,2021-03,C00290825,NADLER FOR CONGRESS
9055.0,112,2021-03,C00307314,BLUMENAUER FOR CONGRESS
36450.0,154,2021-04,C00273169,MALONEY FOR CONGRESS
53834.0,363,2021-06,C00648253,JOE NEGUSE FOR CONGRESS
38860.0,63,2021-06,C00330142,LARSON FOR CONGRESS
17705.54,358,2021-02,C00651042,KIRKPATRICK FOR CONGRESS
18130.0,121,2021-05,C00255562,FRIENDS OF JIM CLYBURN
10077.0,32,2021-05,C00499467,TITUS FOR CONGRESS
129016.11000000012,1084,2021-06,C00776658,RANA ABDELHAMID FOR CONGRESS
72869.86,490,2021-06,C00725101,CHRISTY SMITH FOR CONGRESS
10210.0,28,2021-06,C00775247,DR. BAUMLIN FOR PA
53035.33,230,2021-04,C00431056,BOB CASEY FOR SENATE INC
22740.0,156,2021-04,C00729277,DEBORAH ROSS FOR CONGRESS
97906.71999999999,1589,2021-06,C00437889,PETERS FOR MICHIGAN
21990.0,24,2021-04,C00238907,THE REED COMMITTEE
5317.0,36,2021-05,C00653196,DAVID TRONE FOR CONGRESS
94949.99999999994,850,2021-05,C00672295,FRIENDS OF LUCY MCBATH
53891.0,149,2021-03,C00763045,WILEY NICKEL FOR CONGRESS EXPLORATORY COMMITTEE
7847.0,70,2021-02,C00410803,WHITEHOUSE FOR SENATE
74970.72,701,2021-05,C00502294,SWALWELL FOR CONGRESS
43151.619999999995,124,2021-02,C00273169,MALONEY FOR CONGRESS
40158.0,99,2021-02,C00719559,SARA JACOBS FOR CONGRESS
57809.0,169,2021-06,C00766642,MATT BERG FOR CONGRESS
48387.369999999995,445,2021-05,C00652628,DR KIM SCHRIER FOR CONGRESS
36270.55,204,2021-03,C00590067,CHARLIE CRIST FOR CONGRESS
11662.059999999998,32,2021-05,C00653923,VERONICA ESCOBAR FOR CONGRESS
35327.22,250,2021-04,C00648253,JOE NEGUSE FOR CONGRESS
116166.76000000005,2332,2021-05,C00769901,MALCOLM PAC
23735.0,145,2021-04,C00765099,MELANIE FOR NEW MEXICO
19687.790000000045,115,2021-06,C00766634,SHERVIN AAZAMI FOR CONGRESS
37631.0,102,2021-03,C00592659,VICENTE GONZALEZ FOR CONGRESS
21260.0,22,2021-03,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
12154.0,73,2021-05,C00410639,PERLMUTTER FOR CONGRESS
98865.21,1207,2021-03,C00768465,SIFTON FOR US SENATE
22510.600000000002,35,2021-06,C00313510,PASCRELL FOR CONGRESS
2900.0,1,2021-02,C00516047,ANGUS KING FOR U.S. SENATE CAMPAIGN
100698.22,548,2021-05,C00775510,VAL ARKOOSH FOR US SENATE
55326.0,341,2021-02,C00769059,BRITTANY FOR THE PEOPLE
50805.42,251,2021-02,C00575209,ANGIE CRAIG FOR CONGRESS
55466.18,926,2021-04,C00665695,JAY CHEN FOR CONGRESS
44757.18000000002,211,2021-03,C00670844,MAD 4 PA PAC
3590.22,10,2021-05,C00766840,COLIN WILHELM FOR COLORADO
16267.0,40,2021-04,C00774844,SHARIF STREET FOR PA
28496.27,188,2021-06,C00670463,SHAHID BUTTAR FOR CONGRESS COMMITTEE
34060.0,159,2021-05,C00476564,CICILLINE COMMITTEE
30261.0,65,2021-04,C00503110,SCOTT PETERS FOR CONGRESS
14795.329999999998,149,2021-04,C00636670,MARIE NEWMAN FOR CONGRESS
5175.0,19,2021-03,C00764340,NICOLE PARRA  FOR CONGRESS 2022
50173.65,660,2021-05,C00665695,JAY CHEN FOR CONGRESS
42550.16,942,2021-04,C00708479,ARBALLO FOR CONGRESS
23767.13,139,2021-06,C00779173,OSORIO FOR CONGRESS
13725.0,15,2021-04,C00446906,KURT SCHRADER FOR CONGRESS
68255.22,1338,2021-06,C00708479,ARBALLO FOR CONGRESS
44895.0,41,2021-06,C00779686,WADE HERRING FOR CONGRESS
7300.0,4,2021-03,C00410753,SIRES FOR CONGRESS
18018.2,247,2021-05,C00420760,FRIENDS OF MAZIE HIRONO
66226.70000000001,566,2021-04,C00648493,CASTEN FOR CONGRESS
7000.0,6,2021-06,C00410753,SIRES FOR CONGRESS
34988.0,131,2021-06,C00573949,JOSH GOTTHEIMER FOR CONGRESS
29939.350000000002,176,2021-05,C00582890,TOM O'HALLERAN FOR CONGRESS
31786.530000000006,102,2021-05,C00780023,TEXANS FOR JOHN LIRA
16038.1,334,2021-02,C00502575,DR. RAUL RUIZ FOR CONGRESS
10275.0,18,2021-05,C00330142,LARSON FOR CONGRESS
17094.2,119,2021-03,C00499947,FRIENDS OF DAN KILDEE
28695.0,88,2021-04,C00555888,FRIENDS OF DON BEYER
21727.0,27,2021-05,C00780437,OLIKARA FOR SENATE
32226.5,124,2021-05,C00657304,STANTON FOR CONGRESS
20080.66,131,2021-05,C00670844,MAD 4 PA PAC
37978.320000000254,774,2021-05,C00766691,SITES FOR CONGRESS
89612.12,444,2021-03,C00633982,HARLEY ROUDA FOR CONGRESS
31720.0,160,2021-06,C00669358,SCANLON FOR CONGRESS
33002.340000000004,280,2021-04,C00633982,HARLEY ROUDA FOR CONGRESS
15460.0,51,2021-05,C00311639,DIANA DEGETTE FOR CONGRESS
50782.22,367,2021-03,C00669358,SCANLON FOR CONGRESS
13708.5,93,2021-03,C00459099,DELBENE FOR CONGRESS
7023.0,92,2021-02,C00573949,JOSH GOTTHEIMER FOR CONGRESS
79036.20000000011,977,2021-03,C00696104,ERICA FOR US
12754.54,152,2021-04,C00502179,MARK POCAN FOR CONGRESS
19995.0,31,2021-06,C00769786,FRIENDS OF JAHMAL COLE
59823.3899999994,1060,2021-06,C00412304,MONTANANS FOR TESTER
10612.0,29,2021-04,C00435099,BILL FOSTER FOR CONGRESS
464739.58999999997,13030,2021-04,C00768101,MARCUS FOR GEORGIA
35602.0,361,2021-03,C00769919,DONALD VALDEZ FOR CONGRESS
22688.33,99,2021-06,C00781120,CITIZENS FOR HOAN
23683.66,148,2021-06,C00774455,ASHMI FOR CONGRESS
24790.0,28,2021-05,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
27872.260000000002,332,2021-05,C00653816,COMMITTEE TO ELECT JARED GOLDEN
13560.0,107,2021-05,C00710533,DEPASQUALE FOR PA 10
35697.0,187,2021-05,C00729277,DEBORAH ROSS FOR CONGRESS
60623.14000000006,527,2021-05,C00637868,COLIN ALLRED FOR CONGRESS
141003.13,3008,2021-04,C00768317,COLORADANS FOR KERRY DONOVAN
51068.89,518,2021-02,C00457325,SHAHEEN FOR SENATE
20867.11,66,2021-03,C00694604,KAHELE FOR CONGRESS
31151.22,362,2021-04,C00769919,DONALD VALDEZ FOR CONGRESS
9324.07,39,2021-04,C00768960,HEATHER KILPATRICK FOR CONGRESS LLC
31354.0,187,2021-06,C00670844,MAD 4 PA PAC
50801.0,479,2021-05,C00778464,FRIENDS OF JEVIN D. HODGE
56671.22,259,2021-02,C00308676,WYDEN FOR SENATE
28599.5,500,2021-03,C00575126,JAMIE RASKIN FOR CONGRESS
23130.0,78,2021-04,C00774893,LIZ JOHNSON FOR US
14627.0,44,2021-05,C00774844,SHARIF STREET FOR PA
30952.8,546,2021-05,C00510461,PETE AGUILAR FOR CONGRESS
23929.8,199,2021-02,C00765099,MELANIE FOR NEW MEXICO
23300.0,11,2021-04,C00409219,MATSUI FOR CONGRESS
13380.0,20,2021-06,C00167585,CITIZENS FOR WATERS
11652.0,34,2021-02,C00486563,MANCHIN FOR WEST VIRGINIA
33614.990000000005,280,2021-03,C00704049,TERESA FOR ALL
30879.060000000005,516,2021-03,C00457325,SHAHEEN FOR SENATE
17643.22,377,2021-05,C00672154,DELINA DISANTO FOR CONGRESS
39690.780000000006,469,2021-02,C00434563,MARTIN HEINRICH FOR SENATE
58098.0,421,2021-03,C00648956,TJ COX FOR CONGRESS
9115.0,32,2021-02,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS
58100.0,494,2021-05,C00648253,JOE NEGUSE FOR CONGRESS
34387.0,305,2021-02,C00664375,ELAINE FOR CONGRESS
13329.5,54,2021-06,C00498873,TONY CARDENAS FOR CONGRESS
13477.1,226,2021-04,C00502575,DR. RAUL RUIZ FOR CONGRESS
67846.02999999998,494,2021-04,C00725101,CHRISTY SMITH FOR CONGRESS
3650.0,3,2021-03,C00140715,HOYER FOR CONGRESS
3250.0,6,2021-04,C00576041,SALUD CARBAJAL FOR CONGRESS
23487.0,76,2021-06,C00779363,DECILLIS FOR CONGRESS
20695.0,48,2021-05,C00766642,MATT BERG FOR CONGRESS
29340.0,114,2021-04,C00774851,RETT FOR SENATE
7325.0,47,2021-04,C00768903,CONNER FOR CONGRESS
4550.0,5,2021-06,C00366948,STEPHEN LYNCH FOR CONGRESS
55495.46,409,2021-05,C00614115,NELSON FOR WISCONSIN
29294.0,150,2021-06,C00238865,FRIENDS OF ROSA DELAURO
6446.0,45,2021-06,C00256925,SCOTT FOR CONGRESS
30902.22,154,2021-02,C00665695,JAY CHEN FOR CONGRESS
37839.44,474,2021-05,C00767798,HOLLY MCCORMACK FOR CONGRESS
6809.0,123,2021-02,C00725101,CHRISTY SMITH FOR CONGRESS
16174.0,24,2021-06,C00783688,DERRIK GAY FOR CONGRESS
32784.259999999995,455,2021-02,C00648493,CASTEN FOR CONGRESS
7330.0,48,2021-04,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS
11936.0,97,2021-06,C00768960,HEATHER KILPATRICK FOR CONGRESS LLC
28070.440000000002,370,2021-04,C00767798,HOLLY MCCORMACK FOR CONGRESS
23435.600000000002,299,2021-04,C00462861,"KUSTER FOR CONGRESS, INC"
41545.0,273,2021-05,C00774901,O'CONNOR FOR CONGRESS
15992.0,39,2021-06,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
7825.0,42,2021-05,C00557652,NORMA TORRES FOR CONGRESS
10761.0,54,2021-02,C00764340,NICOLE PARRA  FOR CONGRESS 2022
10188.0,151,2021-05,C00774273,BRANDON MOSELY FOR CONGRESS
11870.0,126,2021-05,C00774836,STEWART NAVARRE FOR CONGRESS
22295.0,82,2021-06,C00554709,MARK DESAULNIER FOR CONGRESS
11961.199999999997,44,2021-03,C00697334,MCCORKLE FOR COLORADO
4682.0,18,2021-03,C00771170,ALEX KHALIL FOR US SENATE
11565.0,58,2021-05,C00498667,MARK TAKANO FOR CONGRESS
109081.62,1703,2021-06,C00665695,JAY CHEN FOR CONGRESS
58407.42999999997,954,2021-06,C00638767,CORI BUSH FOR CONGRESS
88863.99999999999,1356,2021-05,C00437889,PETERS FOR MICHIGAN
4775.0,7,2021-03,C00581074,DARREN SOTO FOR CONGRESS
19543.02,196,2021-04,C00354688,MCCOLLUM FOR CONGRESS
68057.49,210,2021-03,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE
32778.619999999995,406,2021-04,C00709196,BOWMAN FOR CONGRESS
47720.0,133,2021-03,C00354688,MCCOLLUM FOR CONGRESS
63040.670000000006,1275,2021-06,C00767798,HOLLY MCCORMACK FOR CONGRESS
57459.0,487,2021-03,C00769059,BRITTANY FOR THE PEOPLE
9100.0,15,2021-06,C00446906,KURT SCHRADER FOR CONGRESS
49180.519999999924,597,2021-06,C00775478,ODESSA FOR CONGRESS
31844.730000000003,449,2021-05,C00457325,SHAHEEN FOR SENATE
53288.400000000496,829,2021-02,C00767988,GREGG SMITH FOR CONGRESS
29270.0,64,2021-02,C00766451,KELLEY FOR OHIO
53544.72,356,2021-02,C00657411,CONOR LAMB FOR CONGRESS
38123.0,224,2021-02,C00729277,DEBORAH ROSS FOR CONGRESS
15600.0,8,2021-05,C00781336,KEN RUSSELL FOR FLORIDA
23488.32,196,2021-06,C00767350,ALEXANDER4CONGRESS2022
6557.5,44,2021-06,C00659367,HENRY MARTIN FOR CONGRESS
16330.0,55,2021-03,C00543363,CITIZENS FOR BOYLE
3100.0,3,2021-03,C00546358,ALMA ADAMS FOR CONGRESS
9299.11,33,2021-06,C00694604,KAHELE FOR CONGRESS
58361.43,1433,2021-06,C00512426,SEAN PATRICK MALONEY FOR CONGRESS
4000.0,12,2021-05,C00780882,BRACY FOR CONGRESS
27059.56,384,2021-04,C00503185,RO FOR CONGRESS INC
33223.880000000005,466,2021-06,C00770578,COMMITTEE TO ELECT JOSH REMILLARD
10175.0,12,2021-04,C00457556,QUIGLEY FOR CONGRESS
12970.0,125,2021-06,C00774836,STEWART NAVARRE FOR CONGRESS
11918.99,79,2021-03,C00670463,SHAHID BUTTAR FOR CONGRESS COMMITTEE
34335.0,302,2021-03,C00558627,GALLEGO FOR ARIZONA
17175.0,145,2021-04,C00255562,FRIENDS OF JIM CLYBURN
44129.25000000004,857,2021-05,C00638767,CORI BUSH FOR CONGRESS
58558.71000000001,1257,2021-04,C00264697,FRIENDS OF SHERROD BROWN
8570.22,21,2021-06,C00770107,FRIENDS OF HECTOR TAVAREZ FOR CONGRESS
19482.3,450,2021-02,C00510461,PETE AGUILAR FOR CONGRESS
46374.54999999991,938,2021-02,C00431353,KLOBUCHAR FOR MINNESOTA
12678.0,95,2021-04,C00498667,MARK TAKANO FOR CONGRESS
20167.0,193,2021-04,C00590067,CHARLIE CRIST FOR CONGRESS
18800.0,38,2021-02,C00578302,LOU CORREA FOR CONGRESS
43918.2,206,2021-03,C00732826,STRICKLAND FOR WASHINGTON
7193.0,57,2021-02,C00410639,PERLMUTTER FOR CONGRESS
23795.4,281,2021-03,C00769703,SANDOVAL FOR COLORADO
139666.59000000096,2782,2021-06,C00766691,SITES FOR CONGRESS
3900.0,3,2021-04,C00376665,COOPER FOR CONGRESS
31175.18000000007,415,2021-04,C00696104,ERICA FOR US
13509.0,111,2021-02,C00311639,DIANA DEGETTE FOR CONGRESS
37188.0,88,2021-06,C00774844,SHARIF STREET FOR PA
5438.0,30,2021-02,C00592659,VICENTE GONZALEZ FOR CONGRESS
6851.0,31,2021-04,C00766451,KELLEY FOR OHIO
17497.600000000002,78,2021-05,C00410761,CASTOR FOR CONGRESS
34895.21,472,2021-04,C00768465,SIFTON FOR US SENATE
4420.0,4,2021-04,C00592154,JIMMY PANETTA FOR CONGRESS
37384.0,146,2021-03,C00238865,FRIENDS OF ROSA DELAURO
6420.0,32,2021-05,C00774919,RUTH LUEVANOS FOR CONGRESS
17090.0,81,2021-05,C00774893,LIZ JOHNSON FOR US
17935.880000000005,228,2021-03,C00704650,BRYNNE KENNEDY FOR CONGRESS
25675.0,41,2021-06,C00349217,CARPER FOR SENATE
6837.0,44,2021-06,C00695437,FRIENDS OF ISIAH
5656.599999999999,47,2021-02,C00410761,CASTOR FOR CONGRESS
4340.0,8,2021-02,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE
20700.0,19,2021-06,C00287904,SHEILA JACKSON LEE FOR CONGRESS
44357.399999999994,350,2021-06,C00781567,WENDY FOR US
15159.0,65,2021-06,C00557652,NORMA TORRES FOR CONGRESS
44126.0,177,2021-06,C00435099,BILL FOSTER FOR CONGRESS
20779.67,374,2021-05,C00663781,TINA SMITH FOR MINNESOTA
11219.22,23,2021-05,C00539866,ROBIN KELLY FOR CONGRESS
61663.80999999992,1418,2021-05,C00424713,COMMITTEE TO ELECT ALAN GRAYSON
7194.0,23,2021-05,C00271312,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS
35954.94,921,2021-05,C00708479,ARBALLO FOR CONGRESS
6950.0,8,2021-04,C00578302,LOU CORREA FOR CONGRESS
14070.0,121,2021-06,C00771220,DR. RICHARD WATKINS FOR SENATE
7598.0,11,2021-03,C00430991,FRIENDS FOR GREGORY MEEKS
22612.0,242,2021-04,C00495358,KAINE FOR VIRGINIA
2925.0,2,2021-03,C00308742,SHERMAN FOR CONGRESS
73315.59000000016,902,2021-05,C00776658,RANA ABDELHAMID FOR CONGRESS
17325.0,52,2021-05,C00238907,THE REED COMMITTEE
25205.0,99,2021-06,C00781062,LEWIS COMBS FOR CONGRESS
5525.0,88,2021-03,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON
8750.0,16,2021-05,C00763045,WILEY NICKEL FOR CONGRESS EXPLORATORY COMMITTEE
9125.0,14,2021-04,C00401034,BRIAN HIGGINS FOR CONGRESS
6175.0,19,2021-03,C00558320,DONALD NORCROSS FOR CONGRESS
22175.0,54,2021-02,C00507368,BEATTY FOR CONGRESS
5593.0,30,2021-05,C00349217,CARPER FOR SENATE
53341.22,1070,2021-05,C00771360,JASMINE BEACH-FERRARA FOR CONGRESS
11938.0,197,2021-04,C00638023,WEXTON FOR CONGRESS
10725.0,47,2021-02,C00554709,MARK DESAULNIER FOR CONGRESS
31885.0,44,2021-02,C00763045,WILEY NICKEL FOR CONGRESS EXPLORATORY COMMITTEE
7450.0,42,2021-05,C00770131,DIEMER FOR CONGRESS
41807.33,474,2021-06,C00457325,SHAHEEN FOR SENATE
637674.3100000155,17894,2021-03,C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS
52128.0,496,2021-03,C00495358,KAINE FOR VIRGINIA
23264.0,138,2021-01,C00637363,JASON CROW FOR CONGRESS
11642.0,114,2021-02,C00706457,RITA HART FOR IOWA
12312.0,38,2021-02,C00767194,JUNAID FOR CONGRESS
25062.0,155,2021-01,C00706457,RITA HART FOR IOWA
38885.0,115,2021-06,C00767194,JUNAID FOR CONGRESS
30242.0,107,2021-02,C00767343,MUAD FOR CONGRESS
7950.0,16,2021-04,C00763995,FRIENDS OF BARBARA SHARIEF FOR CONGRESS
4335.22,24,2021-01,C00620443,STEPHANIE MURPHY FOR CONGRESS
18713.0,85,2021-01,C00664375,ELAINE FOR CONGRESS
16500.0,36,2021-01,C00767343,MUAD FOR CONGRESS
5840.0,35,2021-05,C00675108,JOE MORELLE FOR CONGRESS
17585.23,147,2021-04,C00764662,FRIENDS OF JESSICA MASON
9965.0,59,2021-02,C00657304,STANTON FOR CONGRESS
36848.37,243,2021-01,C00672295,FRIENDS OF LUCY MCBATH
142203.2,3213,2021-01,C00765800,FETTERMAN FOR PA
8350.0,6,2021-01,C00766451,KELLEY FOR OHIO
7790.0,24,2021-06,C00344697,LANGEVIN FOR CONGRESS
3200.0,3,2021-01,C00767194,JUNAID FOR CONGRESS
2800.0,1,2021-01,C00764951,GREG TANAKA FOR CONGRESS
5957.0,59,2021-06,C00782706,DONNA IMAM FOR CONGRESS
32815.56,178,2021-01,C00633982,HARLEY ROUDA FOR CONGRESS
10922.0,39,2021-03,C00376673,DUTCH RUPPERSBERGER FOR CONGRESS COMMITTEE
8387.0,42,2021-02,C00764662,FRIENDS OF JESSICA MASON
4710.0,23,2021-03,C00576041,SALUD CARBAJAL FOR CONGRESS
3690.0,27,2021-02,C00765941,ALLEN GLINES FOR UNITED STATES SENATE
12670.0,41,2021-01,C00729277,DEBORAH ROSS FOR CONGRESS
6941.969999999999,39,2021-05,C00768655,ALLY FOR CONGRESS
22630.27,162,2021-02,C00765461,DEREK MARSHALL FOR CONGRESS
5750.0,6,2021-04,C00677492,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC"
2920.0,5,2021-06,C00578567,KEEP AL GREEN IN CONGRESS
11468.0,98,2021-01,C00503052,JEFFRIES FOR CONGRESS
18900.0,73,2021-06,C00479063,THE BILL KEATING COMMITTEE
6490.790000000001,90,2021-01,C00605592,PRAMILA FOR CONGRESS
16048.0,14,2021-04,C00430991,FRIENDS FOR GREGORY MEEKS
54112.27000000008,900,2021-06,C00492645,FRIENDS OF CHRIS MURPHY
283902.610000002,7965,2021-04,C00639591,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS
12232.49,185,2021-01,C00196774,THE MARKEY COMMITTEE
5683.43,33,2021-06,C00768655,ALLY FOR CONGRESS
12800.0,6,2021-02,C00695510,CORY 2020
6211.760000000002,20,2021-02,C00767756,BATTINO FOR US SENATE
11105.0,59,2021-04,C00766642,MATT BERG FOR CONGRESS
9247.439999999999,176,2021-02,C00574236,ALLEN ELLISON FOR US SENATE
13236.93,241,2021-06,C00497933,CASTRO FOR CONGRESS
