total_raised,total_contributions,date,committee,committee_name
3829.6200000000003,193,2020-06,C00473371,HOEVEN FOR SENATE
1321.0500000000002,65,2020-05,C00705822,JONI ERNST NOMINEE FUND
1711.38,84,2020-05,C00705871,FRIENDS OF DAVID PERDUE
398.08000000000004,19,2020-06,C00702639,CRAFTS FOR ME-02
115.51999999999998,17,2020-04,C00466516,GIBBS FOR CONGRESS
1396.58,106,2020-06,C00702647,JUNGE FOR MI-08
226.07999999999998,12,2020-06,C00702811,TENNEY FOR NY-22
85.0,4,2020-06,C00711358,JOSE CASTILLO FOR CONGRESS
495.0,15,2020-05,C00679720,SAMUEL LEE WILLIAMS JR FOR CONGRESS
2617.0,114,2020-04,C00705913,COLORADO SENATE REPUBLICAN NOMINEE FUND - CORY GARDNER
528.08,35,2020-06,C00702688,FISCHBACH FOR MN-07
1175.0,56,2020-05,C00705491,FRIENDS OF SHELLEY MOORE CAPITO
175.0,8,2020-06,C00588764,COMER FOR CONGRESS
151.07999999999998,6,2020-06,C00702837,SKARLATOS FOR OR-04
755.0,35,2020-04,C00705467,WYOMING SENATE REPUBLICAN NOMINEE FUND - CYNTHIA LUMMIS
1830.23,87,2020-04,C00705822,JONI ERNST NOMINEE FUND
95.0,3,2020-06,C00708628,DR MANNY FOR US SENATE
1049.0,49,2020-04,C00705715,FRIENDS OF STEVE DAINES
401.08000000000004,17,2020-06,C00702902,OWENS FOR UT-04
297.73,66,2020-04,C00386532,LOUIE GOHMERT FOR CONGRESS COMMITTEE
654.0,34,2020-04,C00705566,FRIENDS OF MIKE ROUNDS
2438.0,105,2020-04,C00705806,KENTUCKY SENATE REPUBLICAN NOMINEE FUND - MITCH MCCONNELL
261.08000000000004,13,2020-06,C00702878,MACE FOR SC-01
883.0099999999914,1011,2020-05,C00476820,JOHNSON FOR CONGRESS
740.0,36,2020-04,C00705707,FRIENDS OF BEN SASSE
50.0,1,2020-05,C00723031,NISHA FOR CONGRESS
611.0,36,2020-05,C00705467,WYOMING SENATE REPUBLICAN NOMINEE FUND - CYNTHIA LUMMIS
50.0,1,2020-05,C00702639,CRAFTS FOR ME-02
900.3199999999999,47,2020-06,C00705467,WYOMING SENATE REPUBLICAN NOMINEE FUND - CYNTHIA LUMMIS
240.0,17,2020-05,C00561597,GLENN GROTHMAN FOR CONGRESS
60.0,2,2020-06,C00717413,FRIENDS TO ELECT CINDY WERNER FOR CONGRESS
962.0,50,2020-04,C00705855,SUPPORTERS OF JIM RISCH
143.33,6,2020-06,C00744433,DEGRAMMONT FOR CONGRESS
75.0,2,2020-06,C00726141,SHARON BRECKENRIDGE THOMAS FOR CONGRESS
150.0,4,2020-06,C00682179,JOSHUA SCOTT FOR CONGRESS
210.0,10,2020-05,C00674259,DR JOHN JOYCE FOR CONGRESS
115.2,5,2020-05,C00474189,MIKE KELLY FOR CONGRESS
145.0,4,2020-06,C00715060,ANDY CALDWELL FOR CONGRESS
280.0,26,2020-05,C00702688,FISCHBACH FOR MN-07
75.0,2,2020-05,C00734111,ELECT DELANO SCAIFE FOR CONGRESS
729.3199999999999,41,2020-06,C00705616,OKLAHOMA SENATE REPUBLICAN NOMINEE FUND - JIM INHOFE
50.0,1,2020-06,C00729988,MARK ELLMORE FOR CONGRESS 2020
162.0,8,2020-06,C00697250,"SANDY SMITH FOR CONGRESS, INC."
2145.809999999974,1758,2020-06,C00506931,"FRIENDS FOR CHRIS STEWART, INC."
51.0,2,2020-04,C00702753,HERRELL FOR NM-02
55.0,2,2020-05,C00721548,BISH FOR CONGRESS
76.0,3,2020-04,C00702878,MACE FOR SC-01
168.5,7,2020-04,C00055582,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE
844.0,40,2020-04,C00705491,FRIENDS OF SHELLEY MOORE CAPITO
691.0,40,2020-05,C00705855,SUPPORTERS OF JIM RISCH
51.0,2,2020-04,C00702902,OWENS FOR UT-04
245.0,11,2020-05,C00706374,TAMIKA HAMILTON FOR CONGRESS
215.0,8,2020-04,C00714105,RANDI REED FOR CONGRESS
100.0,2,2020-04,C00546499,MIKE BOST FOR CONGRESS COMMITTEE
287.33,33,2020-05,C00702779,MARCHANT FOR NV-04
321.08000000000004,15,2020-06,C00702787,MALLIOTAKIS FOR NY-11
55.0,2,2020-06,C00747535,SOLORIO FOR CONGRESS
151.07,7,2020-06,C00702530,GIMENEZ FOR FL-26
4193.549999999958,1433,2020-04,C00464602,VICKY HARTZLER FOR CONGRESS
50.0,1,2020-06,C00744300,SIPES FOR CONGRESS
101.22,4,2020-05,C00702944,JENSEN FOR WA-08
111.69999999999999,12,2020-06,C00466516,GIBBS FOR CONGRESS
142.0,6,2020-05,C00702787,MALLIOTAKIS FOR NY-11
50.0,1,2020-04,C00702910,TAYLOR FOR VA-02
105.0,6,2020-06,C00287912,LUCAS FOR CONGRESS
50.0,1,2020-06,C00721878,TANDON FOR CONGRESS
85.0,2,2020-06,C00692830,THE COMMITTEE TO ELECT EMILY RAFI
174.0,22,2020-04,C00702688,FISCHBACH FOR MN-07
124.0,8,2020-06,C00460063,BILLY LONG FOR CONGRESS
111.07000000000001,6,2020-06,C00702514,VALENTIN FOR FL-07
50.0,1,2020-05,C00736785,MICHAEL GOLDSTEIN FOR CONGRESS
50.0,1,2020-05,C00717520,COMMITTEE TO ELECT KAREN E BEDONIE FOR CONGRESS
50.0,1,2020-04,C00737098,MONT HANDLEY FOR CONGRESS
1248.0,108,2020-05,C00702647,JUNGE FOR MI-08
75.0,2,2020-04,C00726141,SHARON BRECKENRIDGE THOMAS FOR CONGRESS
70.0,3,2020-06,C00116632,HAL ROGERS FOR CONGRESS
97.2,4,2020-05,C00460063,BILLY LONG FOR CONGRESS
50.0,1,2020-04,C00702696,MOWERS FOR NH-01
60.0,2,2020-04,C00665109,LYNNE BLANKENBEKER FOR CONGRESS
559.05,47,2020-04,C00702761,RODIMER FOR NV-03
100.0,3,2020-05,C00726141,SHARON BRECKENRIDGE THOMAS FOR CONGRESS
832.3399999999939,997,2020-05,C00445023,GUTHRIE FOR CONGRESS
85.0,4,2020-05,C00664581,JAIMY Z. BLANCO FOR CONGRESS CAMPAIGN
50.0,1,2020-05,C00702837,SKARLATOS FOR OR-04
95.0,4,2020-05,C00708750,BABBAGE FOR CONGRESS
50.0,1,2020-05,C00702910,TAYLOR FOR VA-02
90.0,4,2020-05,C00735449,FRIENDS OF SUSAN MARIE SMITH
1280.5,114,2020-04,C00702647,JUNGE FOR MI-08
128.95,6,2020-06,C00694711,MARCHANT FOR CONGRESS
75.0,2,2020-04,C00674564,COMMITTEE TO ELECT TRICIA FLANAGAN US SENATE
4198.539999999961,1432,2020-04,C00386748,VIRGINIA FOXX FOR CONGRESS
4307.029999999946,1439,2020-04,C00310532,KAY GRANGER CAMPAIGN FUND
100.0,2,2020-04,C00732768,LIPETRI FOR CONGRESS
95.0,3,2020-05,C00707059,TRE PENNIE FOR CONGRESS
299.0,18,2020-05,C00705707,FRIENDS OF BEN SASSE
50.0,1,2020-05,C00678292,COMMITTEE TO ELECT NANCY DAILEY SLOTNICK
50.0,1,2020-05,C00700161,FRIENDS OF KEITH SWANK
56.0,3,2020-05,C00680264,BEELER4CONGRESS
360.0,16,2020-04,C00713933,MCLENDON FOR CONGRESS
70.0,3,2020-04,C00720078,JAY OBERNOLTE FOR CONGRESS 2020
95.0,3,2020-05,C00702829,BICE FOR OK-05
75.0,2,2020-04,C00731406,AQUINO4CONGRESS
75.0,2,2020-04,C00707059,TRE PENNIE FOR CONGRESS
94.0,3,2020-04,C00691931,PARROTT FOR CONGRESS
40.0,1,2020-04,C00732107,DRISCOLL FOR CONGRESS
64.5,4,2020-05,C00666859,MARYOTT FOR CONGRESS
247.4900000000001,51,2020-04,C00610451,BIGGS FOR CONGRESS
197.67999999999992,60,2020-04,C00435974,ANDY HARRIS FOR CONGRESS
197.53999999999988,60,2020-04,C00662767,CHIP ROY FOR CONGRESS
197.7099999999999,60,2020-04,C00460550,JEFF DUNCAN FOR CONGRESS
232.8600000000001,62,2020-04,C00661561,"BEN CLINE FOR CONGRESS, INC."
207.5199999999999,61,2020-04,C00662171,RON WRIGHT FOR CONGRESS
281.4699999999998,65,2020-04,C00477240,MORGAN GRIFFITH FOR CONGRESS
312.64000000000004,69,2020-04,C00697052,FRED KELLER FOR CONGRESS
207.8600000000001,61,2020-04,C00464149,MO BROOKS FOR CONGRESS
207.8600000000001,61,2020-04,C00655332,CLOUD FOR CONGRESS
262.89999999999986,49,2020-04,C00506931,"FRIENDS FOR CHRIS STEWART, INC."
35.0,1,2020-04,C00710939,LINDSTROM FOR SENATE
80.0,5,2020-06,C00664466,BROWNING FOR CONGRESS
57.5,3,2020-04,C00653634,VAN TAYLOR CAMPAIGN
120.0,20,2020-05,C00702670,QUALLS FOR MN-03
160.0,22,2020-05,C00702662,KISTNER FOR MN-02
44.0,3,2020-05,C00740753,KIM JOHNSON FOR US CONGRESS
26.080000000000002,3,2020-06,C00702738,KEAN FOR NJ-07
25.0,1,2020-05,C00702548,SALAZAR FOR FL-27
50.0,2,2020-06,C00705335,CITIZENS FOR THERESA RABORN
25.0,1,2020-04,C00743401,FRIENDS OF MATTHEW MORRIS
55.0,3,2020-04,C00664581,JAIMY Z. BLANCO FOR CONGRESS CAMPAIGN
75.0,3,2020-05,C00702860,PARNELL FOR PA-17
55.0,3,2020-04,C00701672,"TUBERVILLE FOR SENATE, INC."
50.0,2,2020-05,C00702811,TENNEY FOR NY-22
115.0,8,2020-06,C00700195,GREG MUSSELWHITE COMMITTEE TO ELECT FOR CONGRESS
25.0,1,2020-06,C00705715,FRIENDS OF STEVE DAINES
25.0,1,2020-04,C00639781,DANIEL ELLYSON 2018
146.0,8,2020-06,C00705491,FRIENDS OF SHELLEY MOORE CAPITO
25.0,1,2020-04,C00744433,DEGRAMMONT FOR CONGRESS
215.0,11,2020-05,C00713933,MCLENDON FOR CONGRESS
25.0,1,2020-05,C00729913,FORD FOR FLORIDA
35.0,2,2020-06,C00723031,NISHA FOR CONGRESS
25.0,1,2020-05,C00699694,WILLIAM OLSON FOR CONGRESS
106.08,7,2020-06,C00702522,LUNA FOR FL-13
25.0,1,2020-05,C00592048,OMAR NAVARRO FOR CONGRESS
73.0,6,2020-06,C00703504,HOMRICH FOR CONGRESS
50.0,2,2020-05,C00743039,FRIENDS OF ANGELA MARIE WINDHAUSER FOR U.S. CONGRESS FL  8
51.08,4,2020-06,C00702696,MOWERS FOR NH-01
25.0,1,2020-05,C00709683,DEANNA FOR CONGRESS
74.5,6,2020-05,C00700559,GREG RATHS FOR CONGRESS 2020
25.0,1,2020-05,C00702563,HINSON FOR IA-01
50.0,2,2020-06,C00694687,TAYLOR FOR CONGRESS
35.0,3,2020-06,C00702555,HANDEL FOR GA-06
25.0,1,2020-04,C00735993,BARTHELEMY FOR CONGRESS
25.0,1,2020-04,C00702795,FARLEY FOR NY-18
25.0,1,2020-04,C00592048,OMAR NAVARRO FOR CONGRESS
25.0,1,2020-04,C00722645,MARY KNAPP FOR VIRGINIA
120.0,8,2020-04,C00561597,GLENN GROTHMAN FOR CONGRESS
26.0,2,2020-04,C00702563,HINSON FOR IA-01
70.0,5,2020-04,C00706374,TAMIKA HAMILTON FOR CONGRESS
102.58,7,2020-06,C00702415,SHEDD FOR AZ-01
25.0,1,2020-05,C00702621,ADKINS FOR KS-03
75.39000000000001,15,2020-05,C00527457,FRIENDS OF DAVE JOYCE
26.080000000000002,3,2020-06,C00702951,VAN ORDEN FOR WI-03
50.0,2,2020-04,C00742544,PAULETTE SMITH FOR CONGRESS DISTRICT 6
356.0,42,2020-05,C00541862,JASON SMITH FOR CONGRESS
60.0,3,2020-05,C00702852,BOGNET FOR PA-08
1097.6500000000037,1433,2020-06,C00441352,STIVERS FOR CONGRESS
25.0,1,2020-06,C00713503,WAGLE FOR KANSAS
35.0,2,2020-05,C00702738,KEAN FOR NJ-07
50.0,2,2020-04,C00722611,ELENA OELKE FOR CONGRESS
25.0,1,2020-05,C00738302,LANCIA FOR CONGRESS
25.0,1,2020-04,C00702928,FREITAS FOR VA-07
60.0,3,2020-04,C00639096,BARRY MOORE FOR CONGRESS
35.0,2,2020-04,C00731687,DUNSON FOR CONGRESS
74.91,12,2020-06,C00654079,ANTHONY GONZALEZ FOR CONGRESS
100.39,16,2020-05,C00654079,ANTHONY GONZALEZ FOR CONGRESS
25.0,1,2020-04,C00741215,KANDISS TAYLOR FOR U.S. SENATE
45.0,3,2020-06,C00724245,GARCIA HOLMES FOR CONGRESS
25.0,1,2020-04,C00702548,SALAZAR FOR FL-27
2140.9799999999664,804,2020-06,C00464602,VICKY HARTZLER FOR CONGRESS
75.0,3,2020-05,C00714311,JAYMAC FOR CONGRESS
45.0,3,2020-05,C00741538,"STANTON-KING FOR CONGRESS, INC."
88.08,17,2020-04,C00654079,ANTHONY GONZALEZ FOR CONGRESS
50.0,2,2020-06,C00728691,MICHAEL KROSKE COMMITTEE TO ELECT FOR U S REPRESENTATIVE
25.0,1,2020-06,C00561597,GLENN GROTHMAN FOR CONGRESS
25.0,1,2020-05,C00702522,LUNA FOR FL-13
82.0,5,2020-05,C00702555,HANDEL FOR GA-06
25.0,1,2020-06,C00707661,NAVARRO FOR NEVADA
25.0,1,2020-04,C00702779,MARCHANT FOR NV-04
25.0,1,2020-05,C00735993,BARTHELEMY FOR CONGRESS
31.0,3,2020-05,C00703769,MIGUEL HERNANDEZ FOR US CONGRESS
2002.8499999999724,794,2020-06,C00310532,KAY GRANGER CAMPAIGN FUND
1107.6700000000037,1435,2020-06,C00657015,LIUBA FOR CONGRESS
60.0,3,2020-06,C00721548,BISH FOR CONGRESS
25.0,1,2020-06,C00735993,BARTHELEMY FOR CONGRESS
35.0,2,2020-05,C00713511,TEDDY DANIELS FOR CONGRESS
25.0,1,2020-05,C00722645,MARY KNAPP FOR VIRGINIA
25.0,1,2020-06,C00705566,FRIENDS OF MIKE ROUNDS
188.04,23,2020-04,C00476820,JOHNSON FOR CONGRESS
50.0,2,2020-06,C00734061,"BLAKE HARBIN FOR CONGRESS, INC."
25.0,1,2020-05,C00727966,ELISA FOR NEW MEXICO
25.0,1,2020-04,C00712489,BECKER FOR CONGRESS
31.080000000000002,4,2020-06,C00702803,VAN DE WATER FOR NY-19
25.0,1,2020-05,C00702589,YOUNG FOR IA-03
25.0,1,2020-04,C00718957,VAN DUYNE FOR TX-24
25.0,1,2020-06,C00552711,FRIENDS TO ELECT LATERESA A JONES
50.0,7,2020-06,C00055582,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE
25.0,1,2020-05,C00736413,FRIENDS OF NNABU EZE
25.0,1,2020-05,C00702928,FREITAS FOR VA-07
40.0,3,2020-05,C00702746,BECCHI FOR NJ-11
75.0,3,2020-06,C00705822,JONI ERNST NOMINEE FUND
25.0,1,2020-06,C00702563,HINSON FOR IA-01
35.0,2,2020-05,C00702712,RICHTER  FOR NJ-03
25.0,1,2020-04,C00735811,STEFAN FOR CONGRESS
25.0,1,2020-05,C00664862,JAYESUN SHERMAN FOR US CONGRESS FINANCE
25.0,1,2020-04,C00702522,LUNA FOR FL-13
25.0,1,2020-06,C00712992,SCANLAN FOR CONGRESS
25.0,1,2020-04,C00714519,WHITTNEY WILLIAMS FOR CONGRESS
25.0,1,2020-04,C00723759,"JESSICA TAYLOR FOR CONGRESS, INC."
50.0,2,2020-06,C00740720,JEN ZINONE FOR CONGRESS
65.0,3,2020-05,C00721878,TANDON FOR CONGRESS
26.0,2,2020-04,C00702555,HANDEL FOR GA-06
26.07,3,2020-06,C00702506,HOUSE FOR CO-06
25.0,1,2020-06,C00676874,HURLEY FOR NEVADA
25.0,1,2020-04,C00702720,PALLOTTA FOR NJ-05
50.0,2,2020-06,C00733139,LAVERNE TURNER FOR A BETTER TOMORROW MN 5TH CD CAMPAIGN
37.5,3,2020-04,C00702654,ESSHAKI FOR MI-11
47.5,4,2020-04,C00577999,"JIM BANKS FOR CONGRESS, INC."
70.0,3,2020-06,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE
25.0,1,2020-04,C00734426,GREGORY COLL FOR CONGRESS
26.080000000000002,3,2020-06,C00702621,ADKINS FOR KS-03
25.0,1,2020-04,C00729913,FORD FOR FLORIDA
28.580000000000002,4,2020-06,C00702654,ESSHAKI FOR MI-11
25.0,1,2020-04,C00702514,VALENTIN FOR FL-07
25.0,1,2020-04,C00698894,FREEDOM AND PROSPERITY PAC 2020
21.0,1,2020-05,C00696963,RODRIGUEZ FOR CONGRESS 2020
20.2,1,2020-04,C00702621,ADKINS FOR KS-03
1081.169999999996,1433,2020-06,C00543892,LOUDERMILK FOR CONGRESS
20.0,1,2020-04,C00599464,SMUCKER FOR CONGRESS
20.0,1,2020-06,C00710939,LINDSTROM FOR SENATE
1079.609999999997,1434,2020-06,C00671891,GREG STEUBE FOR CONGRESS
1058.1799999999887,1432,2020-06,C00477323,PALAZZO FOR CONGRESS
20.0,1,2020-06,C00730812,CARGILE FOR CONGRESS
30.0,2,2020-04,C00695791,JAMES P BRADLEY FOR US CONGRESS
20.0,1,2020-04,C00725176,MONIQUE WORTHY FOR CONGRESS
31.0,3,2020-04,C00702787,MALLIOTAKIS FOR NY-11
39.21000000000001,9,2020-06,C00438697,LATTA FOR CONGRESS
53.050000000000004,15,2020-04,C00438697,LATTA FOR CONGRESS
50.36000000000001,14,2020-05,C00438697,LATTA FOR CONGRESS
28.0,2,2020-04,C00737460,STEVENSON FOR CONGRESS
148.62999999999977,54,2020-04,C00558825,MILLER-MEEKS FOR CONGRESS
36.00999999999999,25,2020-06,C00652149,BURCHETT FOR CONGRESS
35.92,25,2020-06,C00670547,ARMSTRONG FOR CONGRESS
30.0,2,2020-04,C00704031,DUVALL FOR CONGRESS
86.0,13,2020-04,C00541862,JASON SMITH FOR CONGRESS
30.0,2,2020-04,C00702944,JENSEN FOR WA-08
15.0,1,2020-04,C00699694,WILLIAM OLSON FOR CONGRESS
718.5799999999952,994,2020-05,C00477323,PALAZZO FOR CONGRESS
743.0799999999933,997,2020-05,C00671891,GREG STEUBE FOR CONGRESS
730.9299999999928,995,2020-05,C00441352,STIVERS FOR CONGRESS
742.2499999999932,996,2020-05,C00543892,LOUDERMILK FOR CONGRESS
286.3799999999997,397,2020-05,C00437913,OLSON FOR CONGRESS COMMITTEE
10.0,1,2020-05,C00733618,COMMITTEE TO ELECT MIKE MARSICANO
10.0,1,2020-04,C00732461,PATRICK HERNANDEZ-CIGARRUISTA FOR LIFE
10.0,1,2020-06,C00665109,LYNNE BLANKENBEKER FOR CONGRESS
15.0,2,2020-05,C00714519,WHITTNEY WILLIAMS FOR CONGRESS
88.0,18,2020-04,C00702662,KISTNER FOR MN-02
88.0,18,2020-04,C00702670,QUALLS FOR MN-03
10.0,1,2020-05,C00706234,PAPAZIAN2020
10.0,1,2020-05,C00732461,PATRICK HERNANDEZ-CIGARRUISTA FOR LIFE
10.0,1,2020-06,C00732461,PATRICK HERNANDEZ-CIGARRUISTA FOR LIFE
10.0,1,2020-06,C00506048,TOM RICE FOR CONGRESS
30.0,3,2020-04,C00708750,BABBAGE FOR CONGRESS
11.07,3,2020-06,C00702548,SALAZAR FOR FL-27
10.0,1,2020-04,C00710152,GEOFF YOUNG FOR KENTUCKY
57.44000000000001,13,2020-04,C00502229,WEBER FOR CONGRESS
10.0,1,2020-04,C00671891,GREG STEUBE FOR CONGRESS
10.0,1,2020-05,C00667808,"COMMITTEE TO ELECT GEORGE BUCK, PHD"
10.0,1,2020-05,C00710970,KATHLEEN FOR UTAH
10.0,1,2020-04,C00713511,TEDDY DANIELS FOR CONGRESS
10.0,1,2020-05,C00701144,IRINA VILARINO FOR CONGRESS
10.0,1,2020-06,C00743401,FRIENDS OF MATTHEW MORRIS
10.0,1,2020-06,C00710970,KATHLEEN FOR UTAH
9.18,1,2020-05,C00733014,CASHIN FOR MN
5.0,1,2020-06,C00702761,RODIMER FOR NV-03
5.0,1,2020-05,C00702795,FARLEY FOR NY-18
7.5,2,2020-05,C00702654,ESSHAKI FOR MI-11
5.0,1,2020-05,C00702803,VAN DE WATER FOR NY-19
5.0,1,2020-06,C00700898,COMMITTEE TO ELECT SAM PETERS
5.0,1,2020-04,C00702506,HOUSE FOR CO-06
5.0,1,2020-06,C00727164,CARLA SPALDING FOR CONGRESS
5.0,1,2020-04,C00727966,ELISA FOR NEW MEXICO
11.83,4,2020-05,C00702761,RODIMER FOR NV-03
6.0,2,2020-04,C00458679,BLAINE FOR CONGRESS
6.0,2,2020-05,C00703504,HOMRICH FOR CONGRESS
5.0,1,2020-05,C00702506,HOUSE FOR CO-06
5.0,1,2020-06,C00743955,ELECT TUMAN
5.0,1,2020-06,C00718346,KANSANS FOR LATURNER
5.0,1,2020-05,C00712992,SCANLAN FOR CONGRESS
5.0,1,2020-05,C00558486,GARRET GRAVES FOR CONGRESS
5.0,1,2020-06,C00558486,GARRET GRAVES FOR CONGRESS
5.0,1,2020-05,C00652149,BURCHETT FOR CONGRESS
5.0,1,2020-05,C00733881,JOHN CLARK FOR CONGRESS
5.0,1,2020-04,C00743039,FRIENDS OF ANGELA MARIE WINDHAUSER FOR U.S. CONGRESS FL  8
5.0,1,2020-04,C00558486,GARRET GRAVES FOR CONGRESS
3.57,1,2020-05,C00730580,PETERS FOR WISCONSIN COMMITEE
3.57,1,2020-04,C00730580,PETERS FOR WISCONSIN COMMITEE
3.57,1,2020-06,C00730580,PETERS FOR WISCONSIN COMMITEE
2.75,1,2020-05,C00697250,"SANDY SMITH FOR CONGRESS, INC."
2.0,1,2020-06,C00738500,SEAN JACKSON FOR CONGRESS COMMITTEE
1.83,1,2020-05,C00708073,RONDA KENNEDY FOR CONGRESS 2020
1.66,1,2020-04,C00412759,VERN BUCHANAN FOR CONGRESS
1.5,1,2020-04,C00702415,SHEDD FOR AZ-01
1.5,1,2020-05,C00702415,SHEDD FOR AZ-01
2.26,2,2020-06,C00734111,ELECT DELANO SCAIFE FOR CONGRESS
3.0,3,2020-04,C00443580,LUMMIS FOR WYOMING INC.
1.0,1,2020-04,C00702829,BICE FOR OK-05
1.0,1,2020-04,C00702811,TENNEY FOR NY-22
1.0,1,2020-04,C00702639,CRAFTS FOR ME-02
1.0,1,2020-04,C00460063,BILLY LONG FOR CONGRESS
1.0,1,2020-05,C00733238,RYAN GONZALEZ CAMPAIGN
1.0,1,2020-04,C00702860,PARNELL FOR PA-17
1.0,1,2020-04,C00702589,YOUNG FOR IA-03
1.0,1,2020-04,C00715060,ANDY CALDWELL FOR CONGRESS
1.0,1,2020-05,C00733139,LAVERNE TURNER FOR A BETTER TOMORROW MN 5TH CD CAMPAIGN
1.07,2,2020-06,C00702597,IVES FOR IL-06
1.08,2,2020-06,C00702746,BECCHI FOR NJ-11
1.08,2,2020-06,C00702613,KING FOR IL-17
1.08,2,2020-06,C00702712,RICHTER  FOR NJ-03
1.08,2,2020-06,C00702910,TAYLOR FOR VA-02
1.08,2,2020-06,C00702720,PALLOTTA FOR NJ-05
1.08,2,2020-06,C00702605,OBERWEIS FOR IL-14
1.08,2,2020-06,C00702795,FARLEY FOR NY-18
0.68,1,2020-06,C00706051,DR. LISA SPARKS FOR CONGRESS
0.68,1,2020-06,C00700807,PEGGY FOR CONGRESS
0.68,1,2020-06,C00711945,FRIENDS OF DAN SCHWARTZ
0.68,1,2020-06,C00698670,SEDGWICK FOR CONGRESS
0.68,1,2020-06,C00715342,MARIA FOR CONGRESS 2020
0.68,1,2020-06,C00701946,ANGELA UNDERWOOD JACOBS FOR CONGRESS
0.68,1,2020-06,C00693630,COVERT FOR CONGRESS
0.67,1,2020-06,C00701409,"PRINGLE FOR CONGRESS, INC."
0.67,1,2020-06,C00707430,JIM LOWER FOR CONGRESS
0.67,1,2020-06,C00705327,BEN BULLOCK FOR CONGRESS INC.
0.38,1,2020-05,C00705541,FRIENDS OF JOHN CORNYN
0.04,1,2020-04,C00715425,KIM FOR UTAH
3641826.0599999726,116200,2021-05,C00027466,NRSC
4337100.370000003,137198,2021-06,C00027466,NRSC
4010881.2399999723,120503,2021-02,C00027466,NRSC
4251758.5399979055,131108,2021-01,C00027466,NRSC
3435064.2399999704,102259,2021-03,C00027466,NRSC
3346883.579999956,108357,2021-04,C00027466,NRSC
753740.99,704,2021-06,C00781443,BRITT FOR ALABAMA INC
448755.0,173,2021-06,C00775585,BERNIE MORENO FOR OHIO
288690.03999998485,1527,2021-06,C00647065,GIBBONS FOR OHIO
81282.40000000002,1103,2021-06,C00495846,ANN WAGNER FOR CONGRESS
250885.09999999998,571,2021-03,C00769745,JANE TIMKEN FOR OHIO
1937872.200000058,56695,2021-05,C00540302,TIM SCOTT FOR SENATE
126168.0,95,2021-06,C00717876,AMANDA ADKINS FOR CONGRESS
1362071.6600000137,44062,2021-06,C00540302,TIM SCOTT FOR SENATE
80401.0,11,2021-02,C00769471,BARTOS FOR US SENATE INC
422525.0,279,2021-03,C00769471,BARTOS FOR US SENATE INC
250180.37,217,2021-06,C00769471,BARTOS FOR US SENATE INC
388255.7,224,2021-05,C00775585,BERNIE MORENO FOR OHIO
71972.89,428,2021-04,C00742007,VAN ORDEN FOR CONGRESS
158313.83,660,2021-02,C00769745,JANE TIMKEN FOR OHIO
104086.29,1727,2021-06,C00776757,THE PAT MCCRORY COMMITTEE
170652.46,1104,2021-04,C00776757,THE PAT MCCRORY COMMITTEE
900183.700000002,30965,2021-06,C00620518,MARCO RUBIO FOR SENATE
33099.0,108,2021-04,C00769471,BARTOS FOR US SENATE INC
265777.49000000005,3093,2021-03,C00770818,MAX MILLER FOR CONGRESS
94186.55,138,2021-06,C00769745,JANE TIMKEN FOR OHIO
261646.77999999997,3680,2021-05,C00776757,THE PAT MCCRORY COMMITTEE
169118.8400000007,1420,2021-03,C00771857,DAN RODIMER FOR CONGRESS
319103.53999999986,5119,2021-03,C00652727,JOSH HAWLEY FOR SENATE
97356.39000000007,657,2021-05,C00495846,ANN WAGNER FOR CONGRESS
462010.9699999999,17645,2021-04,C00620518,MARCO RUBIO FOR SENATE
442845.90999999124,16828,2021-05,C00620518,MARCO RUBIO FOR SENATE
43692.95,51,2021-04,C00717876,AMANDA ADKINS FOR CONGRESS
61836.86,527,2021-05,C00779603,CAREY FOR CONGRESS
62347.0,159,2021-05,C00769471,BARTOS FOR US SENATE INC
104990.29000000018,335,2021-03,C00495846,ANN WAGNER FOR CONGRESS
355981.4199999935,11836,2021-03,C00620518,MARCO RUBIO FOR SENATE
42322.33000000001,296,2021-04,C00769745,JANE TIMKEN FOR OHIO
44441.0,29,2021-04,C00775585,BERNIE MORENO FOR OHIO
215461.88000000437,7541,2021-02,C00620518,MARCO RUBIO FOR SENATE
4294589.460000924,148977,2021-01,C00729608,GEORGIANS FOR KELLY LOEFFLER
3378077.7900002096,125662,2021-01,C00547570,PERDUE FOR SENATE
79775.0,20,2021-06,C00770859,"LYNDA BLANCHARD FOR SENATE, INC."
78108.40999999997,1539,2021-02,C00473827,FRIENDS OF MIKE LEE INC
70663.22,1249,2021-04,C00473827,FRIENDS OF MIKE LEE INC
114754.4,1343,2021-06,C00473827,FRIENDS OF MIKE LEE INC
119676.61999999998,1234,2021-03,C00473827,FRIENDS OF MIKE LEE INC
26865.0,14,2021-03,C00770859,"LYNDA BLANCHARD FOR SENATE, INC."
121884.15000000001,1974,2021-05,C00473827,FRIENDS OF MIKE LEE INC
26364.84,35,2021-02,C00373001,CITIZENS FOR TURNER
208440.15,3439,2021-06,C00779579,GRAHAM ALLEN FOR CONGRESS
32968.189999999864,1115,2021-06,C00714261,SALAZAR FOR CONGRESS
2918170.909999991,86725,2021-04,C00540302,TIM SCOTT FOR SENATE
119864.88,94,2021-05,C00775015,SCHMITT FOR SENATE
