linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,memo_code,memo_text,cycle
SB29,C00762591,SB29.4335,ORG,CONSERVATIVE PARTNERSHIP INSTITUTE,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,20003,,2021-07-26,1000000.0,CHARITABLE CONTRIBUTION,,,2022
SB21B,C00762591,SB21B.4374,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-08-13,297551.98,EVENT STAGING EXPENSE & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4379,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-10-21,265409.81,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4378,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-10-08,262949.46,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4376,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-09-22,260292.12,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4268,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-09-30,190407.46,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4270,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-10-22,172558.2,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4277,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-12-03,138420.59,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4269,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-10-14,118408.36,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4371,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-07-22,110735.52,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES",,,2022
SB21B,C00762591,SB21B.4275,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-11-19,110002.74,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4372,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-08-04,108393.6,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4271,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-11-01,103358.31,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4274,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-11-12,101538.33,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4272,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-11-08,96533.78,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4278,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-12-16,96051.72,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4646,ORG,TRUMP HOTEL COLLECTION,,,,,,725 5TH AVENUE,,NEW YORK,NY,10022,,2021-12-10,94642.18,FACILITY RENTAL & CATERING SERVICES,,,2022
SB21B,C00762591,SB21B.4377,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-09-29,92171.2,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4375,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-09-01,85188.6,AUDIO VISUAL SERVICES & EVENT STAGING EXPENSE,,,2022
SB21B,C00762591,SB21B.4279,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-12-16,82446.23,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4267,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-09-13,75298.98,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4276,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-11-26,69932.95,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4266,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-08-09,65864.8,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4435,ORG,JAMESTOWN ASSOCIATES,,,,,,421 CHESTNUT ST,,PHILADELPHIA,PA,19106,,2021-08-26,50030.0,VIDEO PRODUCTION SERVICES,,,2022
SB21B,C00762591,SB21B.4463,ORG,JPROWLEY LAW PLLC,,,,,,8639 CHASE GLEN CIR.,,FAIRFAX STATION,VA,22039,,2021-11-29,50000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4544,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-08-13,48539.6,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4522,ORG,NEXGEN FLIGHT SOLUTIONS,,,,,,9425 JET LANE,,EASTON,MD,21601,,2021-09-24,47500.0,TRAVEL: AIR,,,2022
SB21B,C00762591,SB21B.4552,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-10-15,47345.13,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4555,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-10-29,46491.65,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4280,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-12-29,46453.78,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4557,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-11-15,46289.02,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4561,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-12-15,46234.01,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4559,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-11-30,46233.99,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4562,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-12-31,46233.97,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4290,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-07-12,45766.16,PRINT ADVERTISING,,,2022
SB21B,C00762591,SB21B.4549,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-09-30,45401.76,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4542,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-08-12,44853.19,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4547,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-09-15,44479.04,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4521,ORG,NEXGEN FLIGHT SOLUTIONS,,,,,,9425 JET LANE,,EASTON,MD,21601,,2021-07-02,44272.5,TRAVEL: AIR,,,2022
SB21B,C00762591,SB21B.4316,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-07-14,40000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4632,ORG,"TECHCENTRICS, INC",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-12-09,35284.14,"IT SERVICES, OFFICE EQUIPMENT, & TRAVEL EXPENSES",,,2022
SB21B,C00762591,SB21B.4540,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-07-29,34734.11,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4265,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,2021-07-12,34512.28,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4381,ORG,"FABRIZIO, LEE & ASSOCIATES, LLC",,,,,,2624 NE 15TH STREET,,FT. LAUDERDALE,FL,33304,,2021-11-24,33975.0,POLLING EXPENSE,,,2022
SB21B,C00762591,SB21B.4481,ORG,LHL STRATEGIES LLC,,,,,,1957 BLAIRMORE RD,,LEXINGTON,KY,40502,,2021-12-29,31334.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4252,ORG,ABEL BEAN LAW P.A.,,,,,,100 N. LAURA STREET,SUITE 501,"JACKSONVILLE,",FL,32202,,2021-12-22,29500.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4312,ORG,BRAND WOODWARD LAW,,,,,,2001 K ST NW,,WASHINGTON,DC,20006,,2021-10-19,25000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4358,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-09-16,24968.24,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4586,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FL,BEVERLY,MA,01915,,2021-08-11,24507.36,DATA PROCESSING SERVICES,,,2022
SB21B,C00762591,SB21B.4412,ORG,HIGH GROUND STRATEGIES LLC,,,,,,"1501 42ND STREET, SUITE 500",,WEST DES MOINES,IA,50266,,2021-11-10,23148.6,POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4286,ORG,"ARTISAN 2, INC.",,,,,,4313 WHEELER AVENUE,,ALEXANDRIA,VA,22304,,2021-12-22,22248.8,PRINTING SERVICES,,,2022
SB21B,C00762591,SB21B.4569,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-08-11,20807.57,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4582,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,"405 S. DALE MABRY HIGHWAY, SUITE 3",,TAMPA,FL,33629,,2021-12-09,20000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4415,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-07-22,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4416,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-08-25,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4317,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-08-06,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4417,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-09-08,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4418,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-10-06,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4419,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-11-10,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4420,ORG,HUDSON DIGITAL LLC,,,,,,9 WOODS BROOKE LANE,APARTMENT #1,YORKTOWN HEIGHTS,NY,10598,,2021-12-09,20000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4398,ORG,GEORGIA NATIONAL FAIRGROUNDS & AGRICENTER,,,,,,401 LARRY WALKER PARKWAY,,PERRY,GA,31069,,2021-09-09,20000.0,FACILITY RENTAL,,,2022
SB21B,C00762591,SB21B.4318,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-09-16,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4320,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-10-06,20000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4361,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-12-09,20000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4360,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-11-05,20000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4359,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-10-06,20000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4572,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-12-09,19010.98,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4568,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-07-09,18541.06,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4571,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-11-16,18116.95,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4539,ORG,PAYCHEX,,,,,,1450 CENTREPARK BLVD,SUITE 150,WEST PALM BEACH,FL,33401,,2021-07-15,17225.28,PAYROLL TAXES & WITHHOLDINGS,,,2022
SB21B,C00762591,SB21B.4570,ORG,"PERICLES, LLC",,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-10-06,16865.34,COMMUNICATIONS & POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4566,ORG,PERICLES LLC,,,,,,1150 4TH ST SW APT 1002,,WASHINGTON,DC,20024,,2021-09-10,16295.72,COMMUNICATIONS &POLITICAL STRATEGY CONSULTING & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4787,IND,,BOYLE,DANIEL,T,,,3391 TARPON WOODS BLVD,,PALM HARBOR,FL,34685,,2021-08-19,16000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4394,ORG,GABRIEL STRATEGIES LLC,,,,,,14 BINGHAM HILL CIR,,RUMSON,NJ,07760,,2021-10-29,15840.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4395,ORG,GABRIEL STRATEGIES LLC,,,,,,14 BINGHAM HILL CIR,,RUMSON,NJ,07760,,2021-11-24,15060.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4396,ORG,GABRIEL STRATEGIES LLC,,,,,,14 BINGHAM HILL CIR,,RUMSON,NJ,07760,,2021-12-22,15000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4630,ORG,"TECHCENTRICS, INC",,,,,,1217 LARONDE CT,,ALEXANDRIA,VA,22307,,2021-09-17,14175.82,"IT SERVICES, OFFICE EQUIPMENT, & TRAVEL EXPENSES",,,2022
SB21B,C00762591,SB21B.4796,IND,,BUDOWICH,TAYLOR,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,2021-10-13,13333.6,TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4292,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-09-22,12950.0,PRINT & RADIO ADVERTISING,,,2022
SB21B,C00762591,SB21B.4322,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-11-18,12500.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4323,ORG,"C&M TRANSCONTINENTAL, LLC",,,,,,186 TALMAGE RD,,MENDHAM,NJ,07945,,2021-12-09,12500.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4516,ORG,NEW AGE CONSULTING LLC,,,,,,1712 PIONEER AVE. SUITE 500,,CHEYENNE,WY,82001,,2021-10-06,12499.99,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4437,ORG,JAMESTOWN ASSOCIATES,,,,,,421 CHESTNUT ST,,PHILADELPHIA,PA,19106,,2021-09-16,12288.07,VIDEO PRODUCTION SERVICES,,,2022
SB21B,C00762591,SB21B.4432,ORG,IOWA STATE FAIR,,,,,,3000 EAST GRAND AVE,,DES MOINES,IA,50317,,2021-11-10,12132.0,FACILITY RENTAL,,,2022
SB21B,C00762591,SB21B.4585,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,2ND FL,BEVERLY,MA,01915,,2021-07-22,11925.08,DATA PROCESSING SERVICES,,,2022
SB21B,C00762591,SB21B.5149,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,2021-07-06,11768.45,"COLLATERAL: FREIGHT, SIGNS, & CAPS",,,2022
SB21B,C00762591,SB21B.4651,ORG,UNITEDHEALTH GROUP,,,,,,PO BOX 1459,,MINNEAPOLIS,MN,55440,,2021-10-13,11526.89,INSURANCE,,,2022
SB21B,C00762591,SB21B.4802,IND,,BUDOWICH,TAYLOR,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,2021-12-22,11389.58,TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED,,,2022
SB21B,C00762591,SB21B.4294,ORG,BCVM SERVICES LLC,,,,,,1512 E BROWARD BLVD,UNIT 104B,FORT LAUDERDALE,FL,33301,,2021-10-06,11165.0,RADIO ADVERTISING,,,2022
SB21B,C00762591,SB21B.4257,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,2021-09-29,11060.92,"COLLATERAL: SIGNS, CAPS AND FREIGHT",,,2022
SB21B,C00762591,SB21B.4356,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-07-09,10580.1,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4373,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,2021-08-05,10452.5,PHOTOGRAPHY SERVICES & TRAVEL EXPENSES,,,2022
SB21B,C00762591,SB21B.4510,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-08-05,10046.65,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4529,ORG,OCEAN POINT ADVISORS LLC,,,,,,530-B HARKLE ROAD STE 100,,SANTA FE,NM,87505,,2021-12-28,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4622,ORG,"SNMN HOLDINGS, LLC",,,,,,120 CAROLINE WAY,,GALLATIN,TN,37066,,2021-08-19,10000.0,FACILITY RENTAL,,,2022
SB21B,C00762591,SB21B.4621,ORG,"SNMN HOLDINGS, LLC",,,,,,120 CAROLINE WAY,,GALLATIN,TN,37066,,2021-07-30,10000.0,FACILITY RENTAL,,,2022
SB21B,C00762591,SB21B.4302,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-12-09,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4301,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-11-05,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4300,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-10-06,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4299,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-09-10,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4298,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-08-05,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4297,ORG,BELMONT STRATEGIES LLC,,,,,,184 WEST BOYLSTON ST.,,WEST BOYLSTON,MA,01583,,2021-07-09,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4578,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,"405 S. DALE MABRY HIGHWAY, SUITE 3",,TAMPA,FL,33629,,2021-07-28,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4579,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,"405 S. DALE MABRY HIGHWAY, SUITE 3",,TAMPA,FL,33629,,2021-09-01,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4526,ORG,OCEAN POINT ADVISORS LLC,,,,,,530-B HARKLE ROAD STE 100,,SANTA FE,NM,87505,,2021-09-29,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4391,ORG,FULCRUM CAMPAIGN STRATEGIES,,,,,,"218 E. BEARSS AVENUE, #405",,TAMPA,FL,33613,,2021-12-20,10000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4527,ORG,OCEAN POINT ADVISORS LLC,,,,,,530-B HARKLE ROAD STE 100,,SANTA FE,NM,87505,,2021-10-29,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4580,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,"405 S. DALE MABRY HIGHWAY, SUITE 3",,TAMPA,FL,33629,,2021-09-22,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4531,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-07-09,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4528,ORG,OCEAN POINT ADVISORS LLC,,,,,,530-B HARKLE ROAD STE 100,,SANTA FE,NM,87505,,2021-12-03,10000.0,COMMUNICATIONS CONSULTING,,,2022
SB21B,C00762591,SB21B.4532,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-08-05,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4535,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-11-05,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4534,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-10-06,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4533,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-09-10,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4357,ORG,"ELECTIONS, LLC",,,,,,1000 MAINE AVE SW,4TH FLOOR,WASHINGTON,DC,20024,,2021-08-05,10000.0,LEGAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4581,ORG,"RAPID LOOP CONSULTING, LLC",,,,,,"405 S. DALE MABRY HIGHWAY, SUITE 3",,TAMPA,FL,33629,,2021-10-06,10000.0,RESEARCH CONSULTING,,,2022
SB21B,C00762591,SB21B.4536,ORG,"PARSCALE STRATEGY, LLC",,,,,,1512 E BROWARD STE #104B,,FORT LAUDERDALE,FL,33301,,2021-12-09,10000.0,DIGITAL CONSULTING,,,2022
SB21B,C00762591,SB21B.4514,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-12-09,10000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4513,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-11-05,10000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4512,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-10-22,10000.0,STRATEGY CONSULTING,,,2022
SB21B,C00762591,SB21B.4511,ORG,"NATIONAL PUBLIC AFFAIRS, LLC",,,,,,PO BOX 100306,,ARLINGTON,VA,22203,,2021-09-10,10000.0,STRATEGY CONSULTING,,,2022
SB29,C00762591,SB29.4636,COM,TEXANS FOR DAN PATRICK,,,,,,1 E GREENWAY PLAZA STE 224,,HOUSTON,TX,77046,,2021-07-16,10000.0,NON-FEDERAL CONTRIBUTION,,,2022
