linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.5133","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210930","3967.26","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5134","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211014","3967.25","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5135","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211028","3967.27","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5136","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211115","3967.26","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5137","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211130","3967.25","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5138","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211214","3967.27","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5139","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211222","1500.00","","YEAR-END BONUS","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5140","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211230","3967.26","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4642","","","ORG","TMONE LLC DBA MASS MARKETS","","","","","","2937 SIERRA CT SW","","IOWA CITY","IA","55240","","","20211124","4450.00","","TELECONFERENCE FEES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.6921","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211009","1370.24","","AMEX PMT [SB21B.4270]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6922","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211013","316.24","","AMEX PMT [SB21B.4271]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6925","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211026","491.19","","AMEX PMT [SB21B.4274]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6926","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211029","1980.70","","AMEX PMT [SB21B.4274]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6923","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211104","287.03","","AMEX PMT [SB21B.4274]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6924","","","ORG","TRAVEL RESERVATION US","","","","","","1111 EXPEDIA GROUP WAY W.","","SEATTLE","WA","98119","","","20211104","467.24","","AMEX PMT [SB21B.4274]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4644","","","ORG","TRUMP HOTEL COLLECTION","","","","","","725 5TH AVENUE","","NEW YORK","NY","10022","","","20210825","5910.84","","FACILITY RENTAL & CATERING SERVICES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4645","","","ORG","TRUMP HOTEL COLLECTION","","","","","","725 5TH AVENUE","","NEW YORK","NY","10022","","","20211027","1234.75","","TRAVEL: LODGING & MEETING EXPENSE: MEALS","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4646","","","ORG","TRUMP HOTEL COLLECTION","","","","","","725 5TH AVENUE","","NEW YORK","NY","10022","","","20211210","94642.18","","FACILITY RENTAL & CATERING SERVICES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.6927","","","ORG","TRUMP HOTEL COLLECTION","","","","","","725 5TH AVENUE","","NEW YORK","NY","10022","","","20211210","500.00","","REIMBURSEMENT [SB21B.4802]: TRAVEL: LODGING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6929","","","ORG","TVEYES INC","","","","","","1150 POST ROAD","","FAIRFIELD","CT","06824","","","20210629","3600.00","","AMEX PMT [SB21B.4266]: SOFTWARE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6938","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210607","110.23","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6934","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210608","78.68","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6935","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210609","86.05","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6936","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210609","89.57","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6939","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210609","117.60","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6940","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210609","166.51","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6932","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210611","35.60","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6937","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210611","95.21","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6931","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210612","26.39","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6933","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210612","51.66","","AMEX PMT [SB21B.4265]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7018","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210704","133.30","","REIMBURSEMENT [SB21B.4896]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7015","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210705","34.26","","REIMBURSEMENT [SB21B.4882]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7016","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210707","29.30","","REIMBURSEMENT [SB21B.4882]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7017","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210707","27.76","","REIMBURSEMENT [SB21B.4882]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6941","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210713","140.39","","AMEX PMT [SB21B.4266]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7020","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210719","50.78","","REIMBURSEMENT [SB21B.4924]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7021","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210719","53.46","","REIMBURSEMENT [SB21B.4924]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7014","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210728","27.53","","REIMBURSEMENT [SB21B.4845]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6951","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210802","36.46","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6952","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210803","17.44","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6953","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210805","12.69","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6954","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210805","100.51","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6955","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210821","20.86","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6956","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210821","21.07","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7019","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210822","214.96","","REIMBURSEMENT [SB21B.4897]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6957","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210912","50.13","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6958","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210913","37.17","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6959","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210913","9.23","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6960","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210913","8.86","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6961","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210914","8.67","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6962","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210914","23.31","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6963","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210915","25.00","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6964","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210915","9.14","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7022","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210919","83.58","","REIMBURSEMENT [SB21B.4932]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6942","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210922","84.52","","AMEX PMT [SB21B.4268]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6965","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210927","24.32","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6966","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210927","10.00","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6967","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210928","9.52","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6968","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210929","9.79","","REIMBURSEMENT [SB21B.4796]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7008","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210929","9.43","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6943","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210930","247.94","","AMEX PMT [SB21B.4269]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6996","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210930","11.26","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7001","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20211012","9.47","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7003","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20211012","15.66","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7005","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20211012","17.29","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7006","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20211012","77.69","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7010","","","ORG","UBER","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20211013","11.13","","REIMBURSEMENT [SB21B.4802]: TRAVEL: GROUND TRANSPORTATION","","","","","","","","","","","","","","","","","","","X","",""
